"","Date","Depth","Veg_type","avg_daily_temp2"
"1548","2022-12-09",0,"W2",-5.2778
"1549","2022-12-10",-40,"A1t",-0.5
"1550","2022-12-10",-40,"M1",-5.625
"1551","2022-12-10",-40,"M3",-2.8333
"1552","2022-12-10",-40,"M3t",-2.0417
"1553","2022-12-10",-40,"W1",-2.3542
"1554","2022-12-10",-40,"W2",-2
"1555","2022-12-10",-15,"A1t",-0.75
"1556","2022-12-10",-15,"M1",-7.25
"1557","2022-12-10",-15,"M3",-4.6667
"1558","2022-12-10",-15,"M3t",-2.8333
"1559","2022-12-10",-15,"W1",-3.6042
"1560","2022-12-10",-15,"W2",-3.9722
"1561","2022-12-10",0,"A1t",-2.2917
"1562","2022-12-10",0,"M1",-10.1667
"1563","2022-12-10",0,"M3",-6.3333
"1564","2022-12-10",0,"M3t",-4
"1565","2022-12-10",0,"W1",-5.0208
"1566","2022-12-10",0,"W2",-6.1389
"1567","2022-12-11",-40,"A1t",-0.5
"1568","2022-12-11",-40,"M1",-6.4167
"1569","2022-12-11",-40,"M3",-3.375
"1570","2022-12-11",-40,"M3t",-2.3333
"1571","2022-12-11",-40,"W1",-2.7708
"1572","2022-12-11",-40,"W2",-2.5833
"1573","2022-12-11",-15,"A1t",-0.9583
"1574","2022-12-11",-15,"M1",-8.5417
"1575","2022-12-11",-15,"M3",-5.9583
"1576","2022-12-11",-15,"M3t",-3.4583
"1577","2022-12-11",-15,"W1",-4.5417
"1578","2022-12-11",-15,"W2",-5.1389
"1579","2022-12-11",0,"A1t",-2.8333
"1580","2022-12-11",0,"M1",-12.5
"1581","2022-12-11",0,"M3",-8.2083
"1582","2022-12-11",0,"M3t",-4.9167
"1583","2022-12-11",0,"W1",-6.4167
"1584","2022-12-11",0,"W2",-7.8611
"1585","2022-12-12",-40,"A1t",-0.5
"1586","2022-12-12",-40,"M1",-7.1667
"1587","2022-12-12",-40,"M3",-4.125
"1588","2022-12-12",-40,"M3t",-2.625
"1589","2022-12-12",-40,"W1",-3.375
"1590","2022-12-12",-40,"W2",-3.3056
"1591","2022-12-12",-15,"A1t",-1
"1592","2022-12-12",-15,"M1",-9.375
"1593","2022-12-12",-15,"M3",-6.5833
"1594","2022-12-12",-15,"M3t",-3.9167
"1595","2022-12-12",-15,"W1",-5.1458
"1596","2022-12-12",-15,"W2",-5.8889
"1597","2022-12-12",0,"A1t",-3.2083
"1598","2022-12-12",0,"M1",-11.8333
"1599","2022-12-12",0,"M3",-8.0833
"1600","2022-12-12",0,"M3t",-5.1667
"1601","2022-12-12",0,"W1",-6.5625
"1602","2022-12-12",0,"W2",-8.0833
"1603","2022-12-13",-40,"A1t",-0.5
"1604","2022-12-13",-40,"M1",-7.2917
"1605","2022-12-13",-40,"M3",-4.5
"1606","2022-12-13",-40,"M3t",-2.8333
"1607","2022-12-13",-40,"W1",-3.625
"1608","2022-12-13",-40,"W2",-3.6667
"1609","2022-12-13",-15,"A1t",-1
"1610","2022-12-13",-15,"M1",-9.0417
"1611","2022-12-13",-15,"M3",-6.2083
"1612","2022-12-13",-15,"M3t",-4.125
"1613","2022-12-13",-15,"W1",-4.9375
"1614","2022-12-13",-15,"W2",-5.75
"1615","2022-12-13",0,"A1t",-2.9167
"1616","2022-12-13",0,"M1",-11.5833
"1617","2022-12-13",0,"M3",-7.5833
"1618","2022-12-13",0,"M3t",-5.1667
"1619","2022-12-13",0,"W1",-6.0417
"1620","2022-12-13",0,"W2",-7.5556
"1621","2022-12-14",-40,"A1t",-0.5
"1622","2022-12-14",-40,"M1",-7.75
"1623","2022-12-14",-40,"M3",-4.75
"1624","2022-12-14",-40,"M3t",-3.25
"1625","2022-12-14",-40,"W1",-3.875
"1626","2022-12-14",-40,"W2",-3.9167
"1627","2022-12-14",-15,"A1t",-1
"1628","2022-12-14",-15,"M1",-9.5
"1629","2022-12-14",-15,"M3",-6.7083
"1630","2022-12-14",-15,"M3t",-4.3333
"1631","2022-12-14",-15,"W1",-5.2917
"1632","2022-12-14",-15,"W2",-6.0833
"1633","2022-12-14",0,"A1t",-2.9167
"1634","2022-12-14",0,"M1",-12.3333
"1635","2022-12-14",0,"M3",-8.2917
"1636","2022-12-14",0,"M3t",-5.6667
"1637","2022-12-14",0,"W1",-6.4792
"1638","2022-12-14",0,"W2",-8.0278
"1639","2022-12-15",-40,"A1t",-0.5
"1640","2022-12-15",-40,"M1",-8.2917
"1641","2022-12-15",-40,"M3",-5.3333
"1642","2022-12-15",-40,"M3t",-3.6667
"1643","2022-12-15",-40,"W1",-4.3542
"1644","2022-12-15",-40,"W2",-4.3611
"1645","2022-12-15",-15,"A1t",-1.375
"1646","2022-12-15",-15,"M1",-10.75
"1647","2022-12-15",-15,"M3",-7.8333
"1648","2022-12-15",-15,"M3t",-5.0417
"1649","2022-12-15",-15,"W1",-5.875
"1650","2022-12-15",-15,"W2",-6.9167
"1651","2022-12-15",0,"A1t",-3.25
"1652","2022-12-15",0,"M1",-14.5
"1653","2022-12-15",0,"M3",-9.9167
"1654","2022-12-15",0,"M3t",-6.4583
"1655","2022-12-15",0,"W1",-7.4583
"1656","2022-12-15",0,"W2",-9.5
"1657","2022-12-16",-40,"A1t",-0.5
"1658","2022-12-16",-40,"M1",-8.9583
"1659","2022-12-16",-40,"M3",-5.9583
"1660","2022-12-16",-40,"M3t",-4.2083
"1661","2022-12-16",-40,"W1",-4.8333
"1662","2022-12-16",-40,"W2",-4.8889
"1663","2022-12-16",-15,"A1t",-1.5
"1664","2022-12-16",-15,"M1",-11.2917
"1665","2022-12-16",-15,"M3",-8.4167
"1666","2022-12-16",-15,"M3t",-5.625
"1667","2022-12-16",-15,"W1",-6.4375
"1668","2022-12-16",-15,"W2",-7.5278
"1669","2022-12-16",0,"A1t",-3.625
"1670","2022-12-16",0,"M1",-14.6667
"1671","2022-12-16",0,"M3",-10.2083
"1672","2022-12-16",0,"M3t",-7
"1673","2022-12-16",0,"W1",-7.8542
"1674","2022-12-16",0,"W2",-9.9444
"1675","2022-12-17",-40,"A1t",-0.5
"1676","2022-12-17",-40,"M1",-9.6667
"1677","2022-12-17",-40,"M3",-6.6667
"1678","2022-12-17",-40,"M3t",-4.75
"1679","2022-12-17",-40,"W1",-5.4583
"1680","2022-12-17",-40,"W2",-5.4722
"1681","2022-12-17",-15,"A1t",-1.75
"1682","2022-12-17",-15,"M1",-12.6667
"1683","2022-12-17",-15,"M3",-9.7083
"1684","2022-12-17",-15,"M3t",-6.5
"1685","2022-12-17",-15,"W1",-7.3333
"1686","2022-12-17",-15,"W2",-8.6389
"1687","2022-12-17",0,"A1t",-4.0417
"1688","2022-12-17",0,"M1",-16.9167
"1689","2022-12-17",0,"M3",-12.25
"1690","2022-12-17",0,"M3t",-8.0417
"1691","2022-12-17",0,"W1",-9.1875
"1692","2022-12-17",0,"W2",-11.5556
"1693","2022-12-18",-40,"A1t",-0.5
"1694","2022-12-18",-40,"M1",-10.5833
"1695","2022-12-18",-40,"M3",-7.5
"1696","2022-12-18",-40,"M3t",-5.3333
"1697","2022-12-18",-40,"W1",-6.1875
"1698","2022-12-18",-40,"W2",-6.2222
"1699","2022-12-18",-15,"A1t",-2
"1700","2022-12-18",-15,"M1",-13.4583
"1701","2022-12-18",-15,"M3",-10.375
"1702","2022-12-18",-15,"M3t",-7.1667
"1703","2022-12-18",-15,"W1",-8.0833
"1704","2022-12-18",-15,"W2",-9.1944
"1705","2022-12-18",0,"A1t",-4.4167
"1706","2022-12-18",0,"M1",-16.5833
"1707","2022-12-18",0,"M3",-12.125
"1708","2022-12-18",0,"M3t",-8.5
"1709","2022-12-18",0,"W1",-9.5833
"1710","2022-12-18",0,"W2",-11.75
"1711","2022-12-19",-40,"A1t",-0.5
"1712","2022-12-19",-40,"M1",-10.875
"1713","2022-12-19",-40,"M3",-7.9583
"1714","2022-12-19",-40,"M3t",-5.75
"1715","2022-12-19",-40,"W1",-6.6458
"1716","2022-12-19",-40,"W2",-6.5
"1717","2022-12-19",-15,"A1t",-2
"1718","2022-12-19",-15,"M1",-13.2917
"1719","2022-12-19",-15,"M3",-10.25
"1720","2022-12-19",-15,"M3t",-7.4583
"1721","2022-12-19",-15,"W1",-8.2292
"1722","2022-12-19",-15,"W2",-9.2222
"1723","2022-12-19",0,"A1t",-4.25
"1724","2022-12-19",0,"M1",-15.9167
"1725","2022-12-19",0,"M3",-11.75
"1726","2022-12-19",0,"M3t",-8.625
"1727","2022-12-19",0,"W1",-9.5625
"1728","2022-12-19",0,"W2",-11.4167
"1729","2022-12-20",-40,"A1t",-0.5
"1730","2022-12-20",-40,"M1",-10.7917
"1731","2022-12-20",-40,"M3",-8
"1732","2022-12-20",-40,"M3t",-6.125
"1733","2022-12-20",-40,"W1",-6.9583
"1734","2022-12-20",-40,"W2",-6.6667
"1735","2022-12-20",-15,"A1t",-2
"1736","2022-12-20",-15,"M1",-12.75
"1737","2022-12-20",-15,"M3",-9.8333
"1738","2022-12-20",-15,"M3t",-7.3333
"1739","2022-12-20",-15,"W1",-8.1875
"1740","2022-12-20",-15,"W2",-8.8056
"1741","2022-12-20",0,"A1t",-4.0833
"1742","2022-12-20",0,"M1",-15.1667
"1743","2022-12-20",0,"M3",-11.0833
"1744","2022-12-20",0,"M3t",-8.5833
"1745","2022-12-20",0,"W1",-9.2708
"1746","2022-12-20",0,"W2",-10.6389
"1747","2022-12-21",-40,"A1t",-0.5
"1748","2022-12-21",-40,"M1",-11.1667
"1749","2022-12-21",-40,"M3",-8.3333
"1750","2022-12-21",-40,"M3t",-6.4167
"1751","2022-12-21",-40,"W1",-7.2292
"1752","2022-12-21",-40,"W2",-7
"1753","2022-12-21",-15,"A1t",-2.3333
"1754","2022-12-21",-15,"M1",-13.8333
"1755","2022-12-21",-15,"M3",-11
"1756","2022-12-21",-15,"M3t",-8.0833
"1757","2022-12-21",-15,"W1",-8.9167
"1758","2022-12-21",-15,"W2",-9.6111
"1759","2022-12-21",0,"A1t",-4.5
"1760","2022-12-21",0,"M1",-17.4167
"1761","2022-12-21",0,"M3",-12.9583
"1762","2022-12-21",0,"M3t",-9.4167
"1763","2022-12-21",0,"W1",-10.5
"1764","2022-12-21",0,"W2",-12.0278
"1765","2022-12-22",-40,"A1t",-0.5
"1766","2022-12-22",-40,"M1",-11.75
"1767","2022-12-22",-40,"M3",-8.7917
"1768","2022-12-22",-40,"M3t",-6.7917
"1769","2022-12-22",-40,"W1",-7.7292
"1770","2022-12-22",-40,"W2",-7.4167
"1771","2022-12-22",-15,"A1t",-2.7083
"1772","2022-12-22",-15,"M1",-13.7083
"1773","2022-12-22",-15,"M3",-10.9167
"1774","2022-12-22",-15,"M3t",-8.3333
"1775","2022-12-22",-15,"W1",-9.1875
"1776","2022-12-22",-15,"W2",-9.7778
"1777","2022-12-22",0,"A1t",-4.9167
"1778","2022-12-22",0,"M1",-15.75
"1779","2022-12-22",0,"M3",-12.0833
"1780","2022-12-22",0,"M3t",-9.5833
"1781","2022-12-22",0,"W1",-10.2917
"1782","2022-12-22",0,"W2",-11.5833
"1783","2022-12-23",-40,"A1t",-0.5
"1784","2022-12-23",-40,"M1",-11.75
"1785","2022-12-23",-40,"M3",-9
"1786","2022-12-23",-40,"M3t",-7
"1787","2022-12-23",-40,"W1",-7.8333
"1788","2022-12-23",-40,"W2",-7.5833
"1789","2022-12-23",-15,"A1t",-2.9167
"1790","2022-12-23",-15,"M1",-13.3333
"1791","2022-12-23",-15,"M3",-10.875
"1792","2022-12-23",-15,"M3t",-8.4583
"1793","2022-12-23",-15,"W1",-9.125
"1794","2022-12-23",-15,"W2",-9.7222
"1795","2022-12-23",0,"A1t",-4.875
"1796","2022-12-23",0,"M1",-15.6667
"1797","2022-12-23",0,"M3",-12.0833
"1798","2022-12-23",0,"M3t",-9.5417
"1799","2022-12-23",0,"W1",-10.2083
"1800","2022-12-23",0,"W2",-11.4722
"1801","2022-12-24",-40,"A1t",-0.5
"1802","2022-12-24",-40,"M1",-11.5
"1803","2022-12-24",-40,"M3",-9.0417
"1804","2022-12-24",-40,"M3t",-7.2083
"1805","2022-12-24",-40,"W1",-7.9583
"1806","2022-12-24",-40,"W2",-7.7222
"1807","2022-12-24",-15,"A1t",-3.3333
"1808","2022-12-24",-15,"M1",-13.2917
"1809","2022-12-24",-15,"M3",-10.8333
"1810","2022-12-24",-15,"M3t",-8.5417
"1811","2022-12-24",-15,"W1",-9.1667
"1812","2022-12-24",-15,"W2",-9.5833
"1813","2022-12-24",0,"A1t",-5.0833
"1814","2022-12-24",0,"M1",-15.8333
"1815","2022-12-24",0,"M3",-12.2083
"1816","2022-12-24",0,"M3t",-9.6667
"1817","2022-12-24",0,"W1",-10.2083
"1818","2022-12-24",0,"W2",-11.4722
"1819","2022-12-25",-40,"A1t",-0.5
"1820","2022-12-25",-40,"M1",-11.9583
"1821","2022-12-25",-40,"M3",-9.5417
"1822","2022-12-25",-40,"M3t",-7.5417
"1823","2022-12-25",-40,"W1",-8.2917
"1824","2022-12-25",-40,"W2",-8.1667
"1825","2022-12-25",-15,"A1t",-3.8333
"1826","2022-12-25",-15,"M1",-14.7083
"1827","2022-12-25",-15,"M3",-12.4167
"1828","2022-12-25",-15,"M3t",-9.0417
"1829","2022-12-25",-15,"W1",-9.9167
"1830","2022-12-25",-15,"W2",-10.7778
"1831","2022-12-25",0,"A1t",-5.9167
"1832","2022-12-25",0,"M1",-19.0833
"1833","2022-12-25",0,"M3",-14.875
"1834","2022-12-25",0,"M3t",-10.5417
"1835","2022-12-25",0,"W1",-11.5833
"1836","2022-12-25",0,"W2",-13.5278
"1837","2022-12-26",-40,"A1t",-1
"1838","2022-12-26",-40,"M1",-13.125
"1839","2022-12-26",-40,"M3",-10.7083
"1840","2022-12-26",-40,"M3t",-8.0417
"1841","2022-12-26",-40,"W1",-9.0208
"1842","2022-12-26",-40,"W2",-9.1389
"1843","2022-12-26",-15,"A1t",-4.9583
"1844","2022-12-26",-15,"M1",-16.4167
"1845","2022-12-26",-15,"M3",-14
"1846","2022-12-26",-15,"M3t",-10.0417
"1847","2022-12-26",-15,"W1",-11.1042
"1848","2022-12-26",-15,"W2",-12.3333
"1849","2022-12-26",0,"A1t",-7.375
"1850","2022-12-26",0,"M1",-20.1667
"1851","2022-12-26",0,"M3",-16.375
"1852","2022-12-26",0,"M3t",-11.5833
"1853","2022-12-26",0,"W1",-12.8542
"1854","2022-12-26",0,"W2",-15.0278
"1855","2022-12-27",-40,"A1t",-2.75
"1856","2022-12-27",-40,"M1",-13.5
"1857","2022-12-27",-40,"M3",-11.2083
"1858","2022-12-27",-40,"M3t",-8.5833
"1859","2022-12-27",-40,"W1",-9.5208
"1860","2022-12-27",-40,"W2",-9.6944
"1861","2022-12-27",-15,"A1t",-6
"1862","2022-12-27",-15,"M1",-16.0833
"1863","2022-12-27",-15,"M3",-13.7917
"1864","2022-12-27",-15,"M3t",-10.4167
"1865","2022-12-27",-15,"W1",-11.3542
"1866","2022-12-27",-15,"W2",-12.3333
"1867","2022-12-27",0,"A1t",-8.1667
"1868","2022-12-27",0,"M1",-19
"1869","2022-12-27",0,"M3",-15.4583
"1870","2022-12-27",0,"M3t",-11.7083
"1871","2022-12-27",0,"W1",-12.7083
"1872","2022-12-27",0,"W2",-14.4722
"1873","2022-12-28",-40,"A1t",-4.1667
"1874","2022-12-28",-40,"M1",-13.7083
"1875","2022-12-28",-40,"M3",-11.5
"1876","2022-12-28",-40,"M3t",-8.75
"1877","2022-12-28",-40,"W1",-9.9375
"1878","2022-12-28",-40,"W2",-9.9444
"1879","2022-12-28",-15,"A1t",-6.9583
"1880","2022-12-28",-15,"M1",-15.9167
"1881","2022-12-28",-15,"M3",-13.75
"1882","2022-12-28",-15,"M3t",-10.6667
"1883","2022-12-28",-15,"W1",-11.5833
"1884","2022-12-28",-15,"W2",-12.4722
"1885","2022-12-28",0,"A1t",-9
"1886","2022-12-28",0,"M1",-18.6667
"1887","2022-12-28",0,"M3",-15.4167
"1888","2022-12-28",0,"M3t",-11.9583
"1889","2022-12-28",0,"W1",-12.7708
"1890","2022-12-28",0,"W2",-14.5278
"1891","2022-12-29",-40,"A1t",-5.25
"1892","2022-12-29",-40,"M1",-13.75
"1893","2022-12-29",-40,"M3",-11.5833
"1894","2022-12-29",-40,"M3t",-9
"1895","2022-12-29",-40,"W1",-10.1042
"1896","2022-12-29",-40,"W2",-10.1111
"1897","2022-12-29",-15,"A1t",-7.6667
"1898","2022-12-29",-15,"M1",-15.5417
"1899","2022-12-29",-15,"M3",-13.5417
"1900","2022-12-29",-15,"M3t",-10.5833
"1901","2022-12-29",-15,"W1",-11.6042
"1902","2022-12-29",-15,"W2",-12.3056
"1903","2022-12-29",0,"A1t",-9.4583
"1904","2022-12-29",0,"M1",-17.5833
"1905","2022-12-29",0,"M3",-14.5833
"1906","2022-12-29",0,"M3t",-12.0417
"1907","2022-12-29",0,"W1",-12.6042
"1908","2022-12-29",0,"W2",-14.0556
"1909","2022-12-30",-40,"A1t",-6.0833
"1910","2022-12-30",-40,"M1",-13.2917
"1911","2022-12-30",-40,"M3",-11.4167
"1912","2022-12-30",-40,"M3t",-9.0417
"1913","2022-12-30",-40,"W1",-10.0208
"1914","2022-12-30",-40,"W2",-10.1111
"1915","2022-12-30",-15,"A1t",-8
"1916","2022-12-30",-15,"M1",-14.7083
"1917","2022-12-30",-15,"M3",-12.75
"1918","2022-12-30",-15,"M3t",-10.2917
"1919","2022-12-30",-15,"W1",-11.1667
"1920","2022-12-30",-15,"W2",-11.6389
"1921","2022-12-30",0,"A1t",-9.3333
"1922","2022-12-30",0,"M1",-16.1667
"1923","2022-12-30",0,"M3",-13.4167
"1924","2022-12-30",0,"M3t",-11.5
"1925","2022-12-30",0,"W1",-11.9167
"1926","2022-12-30",0,"W2",-13
"1927","2022-12-31",-40,"A1t",-6.5
"1928","2022-12-31",-40,"M1",-12.8333
"1929","2022-12-31",-40,"M3",-11.1667
"1930","2022-12-31",-40,"M3t",-9.125
"1931","2022-12-31",-40,"W1",-9.9375
"1932","2022-12-31",-40,"W2",-9.8333
"1933","2022-12-31",-15,"A1t",-8
"1934","2022-12-31",-15,"M1",-14
"1935","2022-12-31",-15,"M3",-12.0417
"1936","2022-12-31",-15,"M3t",-10.0417
"1937","2022-12-31",-15,"W1",-10.8542
"1938","2022-12-31",-15,"W2",-11.1111
"1939","2022-12-31",0,"A1t",-9.0417
"1940","2022-12-31",0,"M1",-15.5833
"1941","2022-12-31",0,"M3",-12.8333
"1942","2022-12-31",0,"M3t",-11.2083
"1943","2022-12-31",0,"W1",-11.5625
"1944","2022-12-31",0,"W2",-12.4167
"1945","2023-01-01",-40,"A1t",-6.9167
"1946","2023-01-01",-40,"M1",-12.75
"1947","2023-01-01",-40,"M3",-11
"1948","2023-01-01",-40,"M3t",-9
"1949","2023-01-01",-40,"W1",-9.875
"1950","2023-01-01",-40,"W2",-9.5278
"1951","2023-01-01",-15,"A1t",-8.2083
"1952","2023-01-01",-15,"M1",-14
"1953","2023-01-01",-15,"M3",-12.3333
"1954","2023-01-01",-15,"M3t",-10
"1955","2023-01-01",-15,"W1",-10.875
"1956","2023-01-01",-15,"W2",-11.0556
"1957","2023-01-01",0,"A1t",-9.375
"1958","2023-01-01",0,"M1",-15.75
"1959","2023-01-01",0,"M3",-13.0833
"1960","2023-01-01",0,"M3t",-11.2083
"1961","2023-01-01",0,"W1",-11.6875
"1962","2023-01-01",0,"W2",-12.4444
"1963","2023-01-02",-40,"A1t",-7.0833
"1964","2023-01-02",-40,"M1",-12.5833
"1965","2023-01-02",-40,"M3",-11
"1966","2023-01-02",-40,"M3t",-9
"1967","2023-01-02",-40,"W1",-9.875
"1968","2023-01-02",-40,"W2",-9.6667
"1969","2023-01-02",-15,"A1t",-8.5
"1970","2023-01-02",-15,"M1",-13.5
"1971","2023-01-02",-15,"M3",-12
"1972","2023-01-02",-15,"M3t",-10
"1973","2023-01-02",-15,"W1",-10.7917
"1974","2023-01-02",-15,"W2",-11.0556
"1975","2023-01-02",0,"A1t",-9.6667
"1976","2023-01-02",0,"M1",-15.3333
"1977","2023-01-02",0,"M3",-13
"1978","2023-01-02",0,"M3t",-11.0417
"1979","2023-01-02",0,"W1",-11.6042
"1980","2023-01-02",0,"W2",-12.25
"1981","2023-01-03",-40,"A1t",-7.5
"1982","2023-01-03",-40,"M1",-12.3333
"1983","2023-01-03",-40,"M3",-10.8333
"1984","2023-01-03",-40,"M3t",-9
"1985","2023-01-03",-40,"W1",-9.8958
"1986","2023-01-03",-40,"W2",-9.6389
"1987","2023-01-03",-15,"A1t",-8.7083
"1988","2023-01-03",-15,"M1",-13.25
"1989","2023-01-03",-15,"M3",-11.7083
"1990","2023-01-03",-15,"M3t",-9.875
"1991","2023-01-03",-15,"W1",-10.5833
"1992","2023-01-03",-15,"W2",-10.8056
"1993","2023-01-03",0,"A1t",-9.75
"1994","2023-01-03",0,"M1",-14.5
"1995","2023-01-03",0,"M3",-12.1667
"1996","2023-01-03",0,"M3t",-10.9583
"1997","2023-01-03",0,"W1",-11.1667
"1998","2023-01-03",0,"W2",-11.8889
"1999","2023-01-04",-40,"A1t",-7.5
"2000","2023-01-04",-40,"M1",-12
"2001","2023-01-04",-40,"M3",-10.625
"2002","2023-01-04",-40,"M3t",-8.9167
"2003","2023-01-04",-40,"W1",-9.7083
"2004","2023-01-04",-40,"W2",-9.3333
"2005","2023-01-04",-15,"A1t",-8.5833
"2006","2023-01-04",-15,"M1",-12.5417
"2007","2023-01-04",-15,"M3",-11.0833
"2008","2023-01-04",-15,"M3t",-9.625
"2009","2023-01-04",-15,"W1",-10.2083
"2010","2023-01-04",-15,"W2",-10.3056
"2011","2023-01-04",0,"A1t",-9.2917
"2012","2023-01-04",0,"M1",-13.4167
"2013","2023-01-04",0,"M3",-11.2917
"2014","2023-01-04",0,"M3t",-10.625
"2015","2023-01-04",0,"W1",-10.6458
"2016","2023-01-04",0,"W2",-11.2778
"2017","2023-01-05",-40,"A1t",-7.5
"2018","2023-01-05",-40,"M1",-11.5417
"2019","2023-01-05",-40,"M3",-10.25
"2020","2023-01-05",-40,"M3t",-8.75
"2021","2023-01-05",-40,"W1",-9.4583
"2022","2023-01-05",-40,"W2",-9.1111
"2023","2023-01-05",-15,"A1t",-8.3333
"2024","2023-01-05",-15,"M1",-11.8333
"2025","2023-01-05",-15,"M3",-10.5
"2026","2023-01-05",-15,"M3t",-9.3333
"2027","2023-01-05",-15,"W1",-9.8333
"2028","2023-01-05",-15,"W2",-9.8611
"2029","2023-01-05",0,"A1t",-9.125
"2030","2023-01-05",0,"M1",-12.8333
"2031","2023-01-05",0,"M3",-10.75
"2032","2023-01-05",0,"M3t",-10.0833
"2033","2023-01-05",0,"W1",-10.1667
"2034","2023-01-05",0,"W2",-10.6944
"2035","2023-01-06",-40,"A1t",-7.5
"2036","2023-01-06",-40,"M1",-11.375
"2037","2023-01-06",-40,"M3",-10.25
"2038","2023-01-06",-40,"M3t",-8.75
"2039","2023-01-06",-40,"W1",-9.375
"2040","2023-01-06",-40,"W2",-9
"2041","2023-01-06",-15,"A1t",-8.3333
"2042","2023-01-06",-15,"M1",-11.9167
"2043","2023-01-06",-15,"M3",-10.8333
"2044","2023-01-06",-15,"M3t",-9.1667
"2045","2023-01-06",-15,"W1",-9.9167
"2046","2023-01-06",-15,"W2",-9.8889
"2047","2023-01-06",0,"A1t",-9.2917
"2048","2023-01-06",0,"M1",-13.5833
"2049","2023-01-06",0,"M3",-11.5417
"2050","2023-01-06",0,"M3t",-10.2917
"2051","2023-01-06",0,"W1",-10.5417
"2052","2023-01-06",0,"W2",-11
"2053","2023-01-07",-40,"A1t",-8
"2054","2023-01-07",-40,"M1",-11.5
"2055","2023-01-07",-40,"M3",-10.25
"2056","2023-01-07",-40,"M3t",-8.75
"2057","2023-01-07",-40,"W1",-9.4375
"2058","2023-01-07",-40,"W2",-9
"2059","2023-01-07",-15,"A1t",-8.75
"2060","2023-01-07",-15,"M1",-12.4583
"2061","2023-01-07",-15,"M3",-11.2917
"2062","2023-01-07",-15,"M3t",-9.5417
"2063","2023-01-07",-15,"W1",-10.2708
"2064","2023-01-07",-15,"W2",-10.1389
"2065","2023-01-07",0,"A1t",-9.75
"2066","2023-01-07",0,"M1",-14
"2067","2023-01-07",0,"M3",-12.0833
"2068","2023-01-07",0,"M3t",-10.6667
"2069","2023-01-07",0,"W1",-11.0208
"2070","2023-01-07",0,"W2",-11.5
"2071","2023-01-08",-40,"A1t",-8.0833
"2072","2023-01-08",-40,"M1",-11.5
"2073","2023-01-08",-40,"M3",-10.4583
"2074","2023-01-08",-40,"M3t",-8.875
"2075","2023-01-08",-40,"W1",-9.6458
"2076","2023-01-08",-40,"W2",-9.1667
"2077","2023-01-08",-15,"A1t",-9
"2078","2023-01-08",-15,"M1",-12.375
"2079","2023-01-08",-15,"M3",-11.2917
"2080","2023-01-08",-15,"M3t",-9.5
"2081","2023-01-08",-15,"W1",-10.2917
"2082","2023-01-08",-15,"W2",-10.1667
"2083","2023-01-08",0,"A1t",-10
"2084","2023-01-08",0,"M1",-13.75
"2085","2023-01-08",0,"M3",-11.8333
"2086","2023-01-08",0,"M3t",-10.5833
"2087","2023-01-08",0,"W1",-10.9167
"2088","2023-01-08",0,"W2",-11.4167
"2089","2023-01-09",-40,"A1t",-8.5
"2090","2023-01-09",-40,"M1",-11.5
"2091","2023-01-09",-40,"M3",-10.4583
"2092","2023-01-09",-40,"M3t",-9
"2093","2023-01-09",-40,"W1",-9.7083
"2094","2023-01-09",-40,"W2",-9.1667
"2095","2023-01-09",-15,"A1t",-9.1667
"2096","2023-01-09",-15,"M1",-12.4583
"2097","2023-01-09",-15,"M3",-11.375
"2098","2023-01-09",-15,"M3t",-9.5417
"2099","2023-01-09",-15,"W1",-10.3542
"2100","2023-01-09",-15,"W2",-10.2222
"2101","2023-01-09",0,"A1t",-10
"2102","2023-01-09",0,"M1",-14.0833
"2103","2023-01-09",0,"M3",-12.0833
"2104","2023-01-09",0,"M3t",-10.6667
"2105","2023-01-09",0,"W1",-11.0833
"2106","2023-01-09",0,"W2",-11.5556
"2107","2023-01-10",-40,"A1t",-8.5
"2108","2023-01-10",-40,"M1",-11.6667
"2109","2023-01-10",-40,"M3",-10.7083
"2110","2023-01-10",-40,"M3t",-9.0417
"2111","2023-01-10",-40,"W1",-9.875
"2112","2023-01-10",-40,"W2",-9.3611
"2113","2023-01-10",-15,"A1t",-9.3333
"2114","2023-01-10",-15,"M1",-13
"2115","2023-01-10",-15,"M3",-12
"2116","2023-01-10",-15,"M3t",-10.0417
"2117","2023-01-10",-15,"W1",-10.8125
"2118","2023-01-10",-15,"W2",-10.8056
"2119","2023-01-10",0,"A1t",-10.375
"2120","2023-01-10",0,"M1",-15.6667
"2121","2023-01-10",0,"M3",-13.2917
"2122","2023-01-10",0,"M3t",-11.1667
"2123","2023-01-10",0,"W1",-11.8542
"2124","2023-01-10",0,"W2",-12.3333
"2125","2023-01-11",-40,"A1t",-8.8333
"2126","2023-01-11",-40,"M1",-12.2917
"2127","2023-01-11",-40,"M3",-11.2917
"2128","2023-01-11",-40,"M3t",-9.25
"2129","2023-01-11",-40,"W1",-10.25
"2130","2023-01-11",-40,"W2",-9.8056
"2131","2023-01-11",-15,"A1t",-10
"2132","2023-01-11",-15,"M1",-13.9583
"2133","2023-01-11",-15,"M3",-13
"2134","2023-01-11",-15,"M3t",-10.5833
"2135","2023-01-11",-15,"W1",-11.5
"2136","2023-01-11",-15,"W2",-11.6111
"2137","2023-01-11",0,"A1t",-11.3333
"2138","2023-01-11",0,"M1",-16.5
"2139","2023-01-11",0,"M3",-14.25
"2140","2023-01-11",0,"M3t",-12
"2141","2023-01-11",0,"W1",-12.6875
