"","Date","Depth","Veg_type","avg_daily_temp"
"1378","2022-10-04",-20,"M3t",0.0565
"1379","2022-10-04",-20,"W1",0.06
"1380","2022-10-04",-19,"M1",0.3195
"1381","2022-10-04",-19,"W1",0.052
"1382","2022-10-04",-19,"W2",0.019
"1383","2022-10-04",-17,"M3t",0.06
"1384","2022-10-04",-15,"A1",0
"1385","2022-10-04",-15,"A1t",0
"1386","2022-10-04",-15,"A2",0
"1387","2022-10-04",-15,"A3t",0.5
"1388","2022-10-04",-15,"A4t",0.75
"1389","2022-10-04",-15,"D1",-0.0417
"1390","2022-10-04",-15,"D2",-0.25
"1391","2022-10-04",-15,"Dsn",-0.4167
"1392","2022-10-04",-15,"Dz",-0.3333
"1393","2022-10-04",-15,"M1",0
"1394","2022-10-04",-15,"M3",0
"1395","2022-10-04",-15,"M3t",0.25
"1396","2022-10-04",-15,"Mz",0
"1397","2022-10-04",-15,"W1",0
"1398","2022-10-04",-15,"W2",0.1667
"1399","2022-10-04",-14,"M3t",0.064
"1400","2022-10-04",-12,"M3",0.048
"1401","2022-10-04",-11,"W1",0.523
"1402","2022-10-04",-10,"M1",0.296
"1403","2022-10-04",0,"A1",0.0833
"1404","2022-10-04",0,"A1t",0
"1405","2022-10-04",0,"A2",0.5833
"1406","2022-10-04",0,"A3t",1.0228
"1407","2022-10-04",0,"A4t",1.2795
"1408","2022-10-04",0,"D1",-2.5833
"1409","2022-10-04",0,"D2",-1.2917
"1410","2022-10-04",0,"Dsn",-0.75
"1411","2022-10-04",0,"Dz",-1
"1412","2022-10-04",0,"L2",-0.2827
"1413","2022-10-04",0,"L3",1.5573
"1414","2022-10-04",0,"M1",-1.2672
"1415","2022-10-04",0,"M3",-0.4682
"1416","2022-10-04",0,"M3t",-0.4719
"1417","2022-10-04",0,"Mz",-4.5833
"1418","2022-10-04",0,"W1",-0.4271
"1419","2022-10-04",0,"W2",-0.3719
"1420","2022-10-04",100,"Dz",-3.1667
"1421","2022-10-05",-40,"A1",-0.25
"1422","2022-10-05",-40,"A1t",-0.5
"1423","2022-10-05",-40,"A2",0.25
"1424","2022-10-05",-40,"A3t",-0.375
"1425","2022-10-05",-40,"A4t",-0.25
"1426","2022-10-05",-40,"D1",-0.25
"1427","2022-10-05",-40,"D2",-0.5
"1428","2022-10-05",-40,"Dsn",0
"1429","2022-10-05",-40,"Dz",0
"1430","2022-10-05",-40,"L3",0.25
"1431","2022-10-05",-40,"M1",-0.25
"1432","2022-10-05",-40,"M3",-0.25
"1433","2022-10-05",-40,"M3t",0
"1434","2022-10-05",-40,"Mz",-0.5
"1435","2022-10-05",-40,"W1",-0.3833
"1436","2022-10-05",-40,"W2",0.0098
"1437","2022-10-05",-26,"M1",0.002
"1438","2022-10-05",-26,"W1",0.526
"1439","2022-10-05",-25,"W1",0.062
"1440","2022-10-05",-25,"W2",0.555
"1441","2022-10-05",-24,"W1",-0.434
"1442","2022-10-05",-23,"M1",0.555
"1443","2022-10-05",-23,"M3",0.048
"1444","2022-10-05",-23,"W1",0.083
"1445","2022-10-05",-21,"W2",0.053
"1446","2022-10-05",-20,"L2",0.2725
"1447","2022-10-05",-20,"M1",0.064
"1448","2022-10-05",-20,"M3",-0.001
"1449","2022-10-05",-20,"M3t",0.0565
"1450","2022-10-05",-20,"W1",0.06
"1451","2022-10-05",-19,"M1",0.3195
"1452","2022-10-05",-19,"W1",0.052
"1453","2022-10-05",-19,"W2",0.019
"1454","2022-10-05",-17,"M3t",0.06
"1455","2022-10-05",-15,"A1",-0.5
"1456","2022-10-05",-15,"A1t",0
"1457","2022-10-05",-15,"A2",0
"1458","2022-10-05",-15,"A3t",0.5
"1459","2022-10-05",-15,"A4t",0.75
"1460","2022-10-05",-15,"D1",0
"1461","2022-10-05",-15,"D2",-0.25
"1462","2022-10-05",-15,"Dsn",-0.5
"1463","2022-10-05",-15,"Dz",-0.3333
"1464","2022-10-05",-15,"M1",0
"1465","2022-10-05",-15,"M3",0
"1466","2022-10-05",-15,"M3t",0.25
"1467","2022-10-05",-15,"Mz",0
"1468","2022-10-05",-15,"W1",0.0208
"1469","2022-10-05",-15,"W2",0.1667
"1470","2022-10-05",-14,"M3t",0.064
"1471","2022-10-05",-12,"M3",0.048
"1472","2022-10-05",-11,"W1",0.523
"1473","2022-10-05",-10,"M1",0.296
"1474","2022-10-05",0,"A1",0
"1475","2022-10-05",0,"A1t",0
"1476","2022-10-05",0,"A2",0.5833
"1477","2022-10-05",0,"A3t",1.0367
"1478","2022-10-05",0,"A4t",1.2795
"1479","2022-10-05",0,"D1",-0.0417
"1480","2022-10-05",0,"D2",-0.3333
"1481","2022-10-05",0,"Dsn",-0.4167
"1482","2022-10-05",0,"Dz",-0.0833
"1483","2022-10-05",0,"L2",0.052
"1484","2022-10-05",0,"L3",1.5992
"1485","2022-10-05",0,"M1",-0.0428
"1486","2022-10-05",0,"M3",0.0518
"1487","2022-10-05",0,"M3t",0.0588
"1488","2022-10-05",0,"Mz",0.5
"1489","2022-10-05",0,"W1",0.0367
"1490","2022-10-05",0,"W2",-0.351
"1491","2022-10-05",100,"Dz",0.9167
"1492","2022-10-06",-40,"A1",-0.25
"1493","2022-10-06",-40,"A1t",-0.5
"1494","2022-10-06",-40,"A2",0.25
"1495","2022-10-06",-40,"A3t",-0.375
"1496","2022-10-06",-40,"A4t",-0.25
"1497","2022-10-06",-40,"D1",-0.25
"1498","2022-10-06",-40,"D2",-0.5
"1499","2022-10-06",-40,"Dsn",0
"1500","2022-10-06",-40,"Dz",0
"1501","2022-10-06",-40,"L3",0.25
"1502","2022-10-06",-40,"M1",-0.25
"1503","2022-10-06",-40,"M3",-0.25
"1504","2022-10-06",-40,"M3t",0
"1505","2022-10-06",-40,"Mz",-0.5
"1506","2022-10-06",-40,"W1",-0.3833
"1507","2022-10-06",-40,"W2",0.0098
"1508","2022-10-06",-26,"M1",0.002
"1509","2022-10-06",-26,"W1",0.526
"1510","2022-10-06",-25,"W1",0.062
"1511","2022-10-06",-25,"W2",0.555
"1512","2022-10-06",-24,"W1",-0.434
"1513","2022-10-06",-23,"M1",0.555
"1514","2022-10-06",-23,"M3",0.048
"1515","2022-10-06",-23,"W1",0.083
"1516","2022-10-06",-21,"W2",0.053
"1517","2022-10-06",-20,"L2",0.2725
"1518","2022-10-06",-20,"M1",0.064
"1519","2022-10-06",-20,"M3",0.167
"1520","2022-10-06",-20,"M3t",0.0565
"1521","2022-10-06",-20,"W1",0.06
"1522","2022-10-06",-19,"M1",0.3195
"1523","2022-10-06",-19,"W1",0.052
"1524","2022-10-06",-19,"W2",0.019
"1525","2022-10-06",-17,"M3t",0.06
"1526","2022-10-06",-15,"A1",-0.5
"1527","2022-10-06",-15,"A1t",0
"1528","2022-10-06",-15,"A2",0
"1529","2022-10-06",-15,"A3t",0.5
"1530","2022-10-06",-15,"A4t",0.75
"1531","2022-10-06",-15,"D1",0
"1532","2022-10-06",-15,"D2",-0.25
"1533","2022-10-06",-15,"Dsn",-0.5
"1534","2022-10-06",-15,"Dz",-0.4167
"1535","2022-10-06",-15,"M1",0
"1536","2022-10-06",-15,"M3",0
"1537","2022-10-06",-15,"M3t",0.25
"1538","2022-10-06",-15,"Mz",0
"1539","2022-10-06",-15,"W1",0
"1540","2022-10-06",-15,"W2",0.1667
"1541","2022-10-06",-14,"M3t",0.064
"1542","2022-10-06",-12,"M3",0.048
"1543","2022-10-06",-11,"W1",0.523
"1544","2022-10-06",-10,"M1",0.296
"1545","2022-10-06",0,"A1",0
"1546","2022-10-06",0,"A1t",0
"1547","2022-10-06",0,"A2",0.5
"1548","2022-10-06",0,"A3t",1.0784
"1549","2022-10-06",0,"A4t",1.2795
"1550","2022-10-06",0,"D1",-0.0417
"1551","2022-10-06",0,"D2",-0.4167
"1552","2022-10-06",0,"Dsn",-0.25
"1553","2022-10-06",0,"Dz",0
"1554","2022-10-06",0,"L2",0.1355
"1555","2022-10-06",0,"L3",1.5992
"1556","2022-10-06",0,"M1",-0.0323
"1557","2022-10-06",0,"M3",0.0349
"1558","2022-10-06",0,"M3t",0.0308
"1559","2022-10-06",0,"Mz",0.4167
"1560","2022-10-06",0,"W1",0.0215
"1561","2022-10-06",0,"W2",-0.351
"1562","2022-10-06",100,"Dz",1.5833
"1563","2022-10-07",-40,"A1",-0.25
"1564","2022-10-07",-40,"A1t",-0.5
"1565","2022-10-07",-40,"A2",0.125
"1566","2022-10-07",-40,"A3t",-0.375
"1567","2022-10-07",-40,"A4t",-0.25
"1568","2022-10-07",-40,"D1",-0.25
"1569","2022-10-07",-40,"D2",-0.5
"1570","2022-10-07",-40,"Dsn",0
"1571","2022-10-07",-40,"Dz",0
"1572","2022-10-07",-40,"L3",0.25
"1573","2022-10-07",-40,"M1",-0.25
"1574","2022-10-07",-40,"M3",-0.25
"1575","2022-10-07",-40,"M3t",0
"1576","2022-10-07",-40,"Mz",-0.5
"1577","2022-10-07",-40,"W1",-0.3667
"1578","2022-10-07",-40,"W2",0.0098
"1579","2022-10-07",-26,"M1",0.002
"1580","2022-10-07",-26,"W1",0.526
"1581","2022-10-07",-25,"W1",0.062
"1582","2022-10-07",-25,"W2",0.555
"1583","2022-10-07",-24,"W1",-0.434
"1584","2022-10-07",-23,"M1",0.555
"1585","2022-10-07",-23,"M3",0.048
"1586","2022-10-07",-23,"W1",0.083
"1587","2022-10-07",-21,"W2",0.053
"1588","2022-10-07",-20,"L2",0.2725
"1589","2022-10-07",-20,"M1",0.064
"1590","2022-10-07",-20,"M3",0.083
"1591","2022-10-07",-20,"M3t",0.0565
"1592","2022-10-07",-20,"W1",0.06
"1593","2022-10-07",-19,"M1",0.3195
"1594","2022-10-07",-19,"W1",0.052
"1595","2022-10-07",-19,"W2",0.019
"1596","2022-10-07",-17,"M3t",0.06
"1597","2022-10-07",-15,"A1",-0.5
"1598","2022-10-07",-15,"A1t",0
"1599","2022-10-07",-15,"A2",0
"1600","2022-10-07",-15,"A3t",0.5
"1601","2022-10-07",-15,"A4t",0.75
"1602","2022-10-07",-15,"D1",0
"1603","2022-10-07",-15,"D2",-0.25
"1604","2022-10-07",-15,"Dsn",-0.5
"1605","2022-10-07",-15,"Dz",-0.3333
"1606","2022-10-07",-15,"M1",0
"1607","2022-10-07",-15,"M3",0
"1608","2022-10-07",-15,"M3t",0.25
"1609","2022-10-07",-15,"Mz",0
"1610","2022-10-07",-15,"W1",0
"1611","2022-10-07",-15,"W2",0.1667
"1612","2022-10-07",-14,"M3t",0.064
"1613","2022-10-07",-12,"M3",0.048
"1614","2022-10-07",-11,"W1",0.523
"1615","2022-10-07",-10,"M1",0.296
"1616","2022-10-07",0,"A1",0
"1617","2022-10-07",0,"A1t",0
"1618","2022-10-07",0,"A2",0.5
"1619","2022-10-07",0,"A3t",1.002
"1620","2022-10-07",0,"A4t",1.1747
"1621","2022-10-07",0,"D1",0.2083
"1622","2022-10-07",0,"D2",-0.375
"1623","2022-10-07",0,"Dsn",-0.25
"1624","2022-10-07",0,"Dz",0.0833
"1625","2022-10-07",0,"L2",0.3025
"1626","2022-10-07",0,"L3",1.4319
"1627","2022-10-07",0,"M1",-0.2523
"1628","2022-10-07",0,"M3",0.0683
"1629","2022-10-07",0,"M3t",0.0169
"1630","2022-10-07",0,"Mz",1
"1631","2022-10-07",0,"W1",0.0064
"1632","2022-10-07",0,"W2",-0.351
"1633","2022-10-07",100,"Dz",2.0833
"1634","2022-10-08",-40,"A1",-0.25
"1635","2022-10-08",-40,"A1t",-0.5
"1636","2022-10-08",-40,"A2",0.0417
"1637","2022-10-08",-40,"A3t",-0.375
"1638","2022-10-08",-40,"A4t",-0.25
"1639","2022-10-08",-40,"D1",-0.25
"1640","2022-10-08",-40,"D2",-0.5
"1641","2022-10-08",-40,"Dsn",0
"1642","2022-10-08",-40,"Dz",0
"1643","2022-10-08",-40,"L3",0.25
"1644","2022-10-08",-40,"M1",-0.25
"1645","2022-10-08",-40,"M3",-0.25
"1646","2022-10-08",-40,"M3t",0
"1647","2022-10-08",-40,"Mz",-0.5
"1648","2022-10-08",-40,"W1",-0.3833
"1649","2022-10-08",-40,"W2",0.0098
"1650","2022-10-08",-26,"M1",0.002
"1651","2022-10-08",-26,"W1",0.526
"1652","2022-10-08",-25,"W1",0.062
"1653","2022-10-08",-25,"W2",0.555
"1654","2022-10-08",-24,"W1",-0.434
"1655","2022-10-08",-23,"M1",0.555
"1656","2022-10-08",-23,"M3",0.048
"1657","2022-10-08",-23,"W1",0.083
"1658","2022-10-08",-21,"W2",0.053
"1659","2022-10-08",-20,"L2",0.2725
"1660","2022-10-08",-20,"M1",0.064
"1661","2022-10-08",-20,"M3",0.083
"1662","2022-10-08",-20,"M3t",0.0565
"1663","2022-10-08",-20,"W1",0.06
"1664","2022-10-08",-19,"M1",0.3195
"1665","2022-10-08",-19,"W1",0.052
"1666","2022-10-08",-19,"W2",0.019
"1667","2022-10-08",-17,"M3t",0.06
"1668","2022-10-08",-15,"A1",-0.5
"1669","2022-10-08",-15,"A1t",0
"1670","2022-10-08",-15,"A2",0
"1671","2022-10-08",-15,"A3t",0.4167
"1672","2022-10-08",-15,"A4t",0.75
"1673","2022-10-08",-15,"D1",0
"1674","2022-10-08",-15,"D2",-0.25
"1675","2022-10-08",-15,"Dsn",-0.4167
"1676","2022-10-08",-15,"Dz",-0.25
"1677","2022-10-08",-15,"M1",0
"1678","2022-10-08",-15,"M3",0
"1679","2022-10-08",-15,"M3t",0.25
"1680","2022-10-08",-15,"Mz",0
"1681","2022-10-08",-15,"W1",0
"1682","2022-10-08",-15,"W2",0.1667
"1683","2022-10-08",-14,"M3t",0.064
"1684","2022-10-08",-12,"M3",0.048
"1685","2022-10-08",-11,"W1",0.523
"1686","2022-10-08",-10,"M1",0.296
"1687","2022-10-08",0,"A1",0
"1688","2022-10-08",0,"A1t",0
"1689","2022-10-08",0,"A2",0.5
"1690","2022-10-08",0,"A3t",0.9881
"1691","2022-10-08",0,"A4t",1.1538
"1692","2022-10-08",0,"D1",-0.6667
"1693","2022-10-08",0,"D2",-0.75
"1694","2022-10-08",0,"Dsn",-0.5
"1695","2022-10-08",0,"Dz",0
"1696","2022-10-08",0,"L2",-0.1153
"1697","2022-10-08",0,"L3",1.404
"1698","2022-10-08",0,"M1",-0.43
"1699","2022-10-08",0,"M3",-0.0489
"1700","2022-10-08",0,"M3t",-0.0949
"1701","2022-10-08",0,"Mz",-0.4167
"1702","2022-10-08",0,"W1",-0.0849
"1703","2022-10-08",0,"W2",-0.3719
"1704","2022-10-08",100,"Dz",0.0833
"1705","2022-10-09",-40,"A1",-0.25
"1706","2022-10-09",-40,"A1t",-0.5
"1707","2022-10-09",-40,"A2",0.0417
"1708","2022-10-09",-40,"A3t",-0.375
"1709","2022-10-09",-40,"A4t",-0.25
"1710","2022-10-09",-40,"D1",-0.25
"1711","2022-10-09",-40,"D2",-0.5
"1712","2022-10-09",-40,"Dsn",0
"1713","2022-10-09",-40,"Dz",0
"1714","2022-10-09",-40,"L3",0.25
"1715","2022-10-09",-40,"M1",-0.25
"1716","2022-10-09",-40,"M3",-0.25
"1717","2022-10-09",-40,"M3t",0
"1718","2022-10-09",-40,"Mz",-0.5
"1719","2022-10-09",-40,"W1",-0.4
"1720","2022-10-09",-40,"W2",0.0098
"1721","2022-10-09",-26,"M1",0.002
"1722","2022-10-09",-26,"W1",0.526
"1723","2022-10-09",-25,"W1",0.062
"1724","2022-10-09",-25,"W2",0.555
"1725","2022-10-09",-24,"W1",-0.434
"1726","2022-10-09",-23,"M1",0.555
"1727","2022-10-09",-23,"M3",0.048
"1728","2022-10-09",-23,"W1",0.083
"1729","2022-10-09",-21,"W2",0.053
"1730","2022-10-09",-20,"L2",0.2725
"1731","2022-10-09",-20,"M1",0.064
"1732","2022-10-09",-20,"M3",0.251
"1733","2022-10-09",-20,"M3t",0.0565
"1734","2022-10-09",-20,"W1",0.06
"1735","2022-10-09",-19,"M1",0.3195
"1736","2022-10-09",-19,"W1",0.052
"1737","2022-10-09",-19,"W2",0.019
"1738","2022-10-09",-17,"M3t",0.06
"1739","2022-10-09",-15,"A1",-0.5
"1740","2022-10-09",-15,"A1t",-0.0417
"1741","2022-10-09",-15,"A2",0
"1742","2022-10-09",-15,"A3t",0.375
"1743","2022-10-09",-15,"A4t",0.75
"1744","2022-10-09",-15,"D1",-0.0833
"1745","2022-10-09",-15,"D2",-0.25
"1746","2022-10-09",-15,"Dsn",-0.5
"1747","2022-10-09",-15,"Dz",-0.1667
"1748","2022-10-09",-15,"M1",0
"1749","2022-10-09",-15,"M3",0
"1750","2022-10-09",-15,"M3t",0.25
"1751","2022-10-09",-15,"Mz",0
"1752","2022-10-09",-15,"W1",0
"1753","2022-10-09",-15,"W2",0.1667
"1754","2022-10-09",-14,"M3t",0.064
"1755","2022-10-09",-12,"M3",0.048
"1756","2022-10-09",-11,"W1",0.523
"1757","2022-10-09",-10,"M1",0.296
"1758","2022-10-09",0,"A1",0
"1759","2022-10-09",0,"A1t",-0.125
"1760","2022-10-09",0,"A2",0.5
"1761","2022-10-09",0,"A3t",0.9604
"1762","2022-10-09",0,"A4t",1.1538
"1763","2022-10-09",0,"D1",-1.0833
"1764","2022-10-09",0,"D2",-0.8333
"1765","2022-10-09",0,"Dsn",-0.5833
"1766","2022-10-09",0,"Dz",-0.0833
"1767","2022-10-09",0,"L2",-0.199
"1768","2022-10-09",0,"L3",1.404
"1769","2022-10-09",0,"M1",-0.6392
"1770","2022-10-09",0,"M3",-0.0656
"1771","2022-10-09",0,"M3t",-0.1927
"1772","2022-10-09",0,"Mz",-1.75
"1773","2022-10-09",0,"W1",-0.1685
"1774","2022-10-09",0,"W2",-0.4138
"1775","2022-10-09",100,"Dz",-1.5833
"1776","2022-10-10",-40,"A1",-0.25
"1777","2022-10-10",-40,"A1t",-0.5
"1778","2022-10-10",-40,"A2",0
"1779","2022-10-10",-40,"A3t",-0.375
"1780","2022-10-10",-40,"A4t",-0.25
"1781","2022-10-10",-40,"D1",-0.25
"1782","2022-10-10",-40,"D2",-0.5
"1783","2022-10-10",-40,"Dsn",0
"1784","2022-10-10",-40,"Dz",0
"1785","2022-10-10",-40,"L3",0.25
"1786","2022-10-10",-40,"M1",-0.25
"1787","2022-10-10",-40,"M3",-0.25
"1788","2022-10-10",-40,"M3t",0
"1789","2022-10-10",-40,"Mz",-0.5
"1790","2022-10-10",-40,"W1",-0.3833
"1791","2022-10-10",-40,"W2",0.0098
"1792","2022-10-10",-26,"M1",0.002
"1793","2022-10-10",-26,"W1",0.526
"1794","2022-10-10",-25,"W1",0.062
"1795","2022-10-10",-25,"W2",0.555
"1796","2022-10-10",-24,"W1",-0.434
"1797","2022-10-10",-23,"M1",0.555
"1798","2022-10-10",-23,"M3",0.048
"1799","2022-10-10",-23,"W1",0.083
"1800","2022-10-10",-21,"W2",0.053
"1801","2022-10-10",-20,"L2",0.2725
"1802","2022-10-10",-20,"M1",0.064
"1803","2022-10-10",-20,"M3",0.083
"1804","2022-10-10",-20,"M3t",0.0565
"1805","2022-10-10",-20,"W1",0.06
"1806","2022-10-10",-19,"M1",0.3195
"1807","2022-10-10",-19,"W1",0.052
"1808","2022-10-10",-19,"W2",0.019
"1809","2022-10-10",-17,"M3t",0.06
"1810","2022-10-10",-15,"A1",-0.5
"1811","2022-10-10",-15,"A1t",-0.25
"1812","2022-10-10",-15,"A2",0
"1813","2022-10-10",-15,"A3t",0.2708
"1814","2022-10-10",-15,"A4t",0.75
"1815","2022-10-10",-15,"D1",-0.2083
"1816","2022-10-10",-15,"D2",-0.25
"1817","2022-10-10",-15,"Dsn",-0.5
"1818","2022-10-10",-15,"Dz",-0.4167
"1819","2022-10-10",-15,"M1",0
"1820","2022-10-10",-15,"M3",0
"1821","2022-10-10",-15,"M3t",0.25
"1822","2022-10-10",-15,"Mz",0
"1823","2022-10-10",-15,"W1",0
"1824","2022-10-10",-15,"W2",0.1667
"1825","2022-10-10",-14,"M3t",0.064
"1826","2022-10-10",-12,"M3",0.048
"1827","2022-10-10",-11,"W1",0.523
"1828","2022-10-10",-10,"M1",0.296
"1829","2022-10-10",0,"A1",0
"1830","2022-10-10",0,"A1t",-0.25
"1831","2022-10-10",0,"A2",0.5
"1832","2022-10-10",0,"A3t",0.9046
"1833","2022-10-10",0,"A4t",1.0704
"1834","2022-10-10",0,"D1",-1.6667
"1835","2022-10-10",0,"D2",-1
"1836","2022-10-10",0,"Dsn",-0.8333
"1837","2022-10-10",0,"Dz",-0.4167
"1838","2022-10-10",0,"L2",-0.6168
"1839","2022-10-10",0,"L3",1.3761
"1840","2022-10-10",0,"M1",-0.8799
"1841","2022-10-10",0,"M3",-0.2835
"1842","2022-10-10",0,"M3t",-0.2066
"1843","2022-10-10",0,"Mz",-2.1667
"1844","2022-10-10",0,"W1",-0.2977
"1845","2022-10-10",0,"W2",-0.4556
"1846","2022-10-10",100,"Dz",-2.1667
"1847","2022-10-11",-40,"A1",-0.25
"1848","2022-10-11",-40,"A1t",-0.5
"1849","2022-10-11",-40,"A2",0
"1850","2022-10-11",-40,"A3t",-0.375
"1851","2022-10-11",-40,"A4t",-0.25
"1852","2022-10-11",-40,"D1",-0.25
"1853","2022-10-11",-40,"D2",-0.5
"1854","2022-10-11",-40,"Dsn",0
"1855","2022-10-11",-40,"Dz",0
"1856","2022-10-11",-40,"L3",0.0833
"1857","2022-10-11",-40,"M1",-0.25
"1858","2022-10-11",-40,"M3",-0.25
"1859","2022-10-11",-40,"M3t",0
"1860","2022-10-11",-40,"Mz",-0.5
"1861","2022-10-11",-40,"W1",-0.3833
"1862","2022-10-11",-40,"W2",0.0098
"1863","2022-10-11",-26,"M1",0.002
"1864","2022-10-11",-26,"W1",0.526
"1865","2022-10-11",-25,"W1",0.062
"1866","2022-10-11",-25,"W2",0.555
"1867","2022-10-11",-24,"W1",-0.434
"1868","2022-10-11",-23,"M1",0.555
"1869","2022-10-11",-23,"M3",0.048
"1870","2022-10-11",-23,"W1",0.083
"1871","2022-10-11",-21,"W2",0.053
"1872","2022-10-11",-20,"L2",0.2725
"1873","2022-10-11",-20,"M1",0.064
"1874","2022-10-11",-20,"M3",0.083
"1875","2022-10-11",-20,"M3t",0.0565
"1876","2022-10-11",-20,"W1",0.06
"1877","2022-10-11",-19,"M1",0.3195
"1878","2022-10-11",-19,"W1",0.052
"1879","2022-10-11",-19,"W2",0.019
"1880","2022-10-11",-17,"M3t",0.06
"1881","2022-10-11",-15,"A1",-0.5
"1882","2022-10-11",-15,"A1t",-0.25
"1883","2022-10-11",-15,"A2",0
"1884","2022-10-11",-15,"A3t",0.25
"1885","2022-10-11",-15,"A4t",0.5
"1886","2022-10-11",-15,"D1",-0.25
"1887","2022-10-11",-15,"D2",-0.25
"1888","2022-10-11",-15,"Dsn",-0.5
"1889","2022-10-11",-15,"Dz",-0.3333
"1890","2022-10-11",-15,"M1",0
"1891","2022-10-11",-15,"M3",0
"1892","2022-10-11",-15,"M3t",0.25
"1893","2022-10-11",-15,"Mz",0
"1894","2022-10-11",-15,"W1",0
"1895","2022-10-11",-15,"W2",0.1667
"1896","2022-10-11",-14,"M3t",0.064
"1897","2022-10-11",-12,"M3",0.048
"1898","2022-10-11",-11,"W1",0.523
"1899","2022-10-11",-10,"M1",0.296
"1900","2022-10-11",0,"A1",-0.125
"1901","2022-10-11",0,"A1t",-0.2917
"1902","2022-10-11",0,"A2",0.3333
"1903","2022-10-11",0,"A3t",0.8698
"1904","2022-10-11",0,"A4t",1.0288
"1905","2022-10-11",0,"D1",-3.5417
"1906","2022-10-11",0,"D2",-2.25
"1907","2022-10-11",0,"Dsn",-1.75
"1908","2022-10-11",0,"Dz",-1.3333
"1909","2022-10-11",0,"L2",-2.2038
"1910","2022-10-11",0,"L3",1.2226
"1911","2022-10-11",0,"M1",-2.3244
"1912","2022-10-11",0,"M3",-0.9033
"1913","2022-10-11",0,"M3t",-0.9042
"1914","2022-10-11",0,"Mz",-3.5833
"1915","2022-10-11",0,"W1",-1.0575
"1916","2022-10-11",0,"W2",-0.6232
"1917","2022-10-11",100,"Dz",-3.4167
"1918","2022-10-12",-40,"A1",-0.25
"1919","2022-10-12",-40,"A1t",-0.5
"1920","2022-10-12",-40,"A2",0
"1921","2022-10-12",-40,"A3t",-0.375
"1922","2022-10-12",-40,"A4t",-0.25
"1923","2022-10-12",-40,"D1",-0.25
"1924","2022-10-12",-40,"D2",-0.5
"1925","2022-10-12",-40,"Dsn",0
"1926","2022-10-12",-40,"Dz",0
"1927","2022-10-12",-40,"L3",0
"1928","2022-10-12",-40,"M1",-0.25
"1929","2022-10-12",-40,"M3",-0.25
"1930","2022-10-12",-40,"M3t",0
"1931","2022-10-12",-40,"Mz",-0.5
"1932","2022-10-12",-40,"W1",-0.3833
"1933","2022-10-12",-40,"W2",0.0098
"1934","2022-10-12",-26,"M1",0.002
"1935","2022-10-12",-26,"W1",0.526
"1936","2022-10-12",-25,"W1",0.062
"1937","2022-10-12",-25,"W2",0.555
"1938","2022-10-12",-24,"W1",-0.434
"1939","2022-10-12",-23,"M1",0.555
"1940","2022-10-12",-23,"M3",0.048
"1941","2022-10-12",-23,"W1",0.083
"1942","2022-10-12",-21,"W2",0.053
"1943","2022-10-12",-20,"L2",0.2725
"1944","2022-10-12",-20,"M1",0.064
"1945","2022-10-12",-20,"M3",0.083
"1946","2022-10-12",-20,"M3t",0.0565
"1947","2022-10-12",-20,"W1",0.06
"1948","2022-10-12",-19,"M1",0.3195
"1949","2022-10-12",-19,"W1",0.052
"1950","2022-10-12",-19,"W2",0.019
"1951","2022-10-12",-17,"M3t",0.06
"1952","2022-10-12",-15,"A1",-0.5
"1953","2022-10-12",-15,"A1t",-0.25
"1954","2022-10-12",-15,"A2",0
"1955","2022-10-12",-15,"A3t",0.1875
"1956","2022-10-12",-15,"A4t",0.5
"1957","2022-10-12",-15,"D1",-0.7917
"1958","2022-10-12",-15,"D2",-0.4167
"1959","2022-10-12",-15,"Dsn",-0.5
"1960","2022-10-12",-15,"Dz",-0.5
"1961","2022-10-12",-15,"M1",0
"1962","2022-10-12",-15,"M3",0
"1963","2022-10-12",-15,"M3t",0.25
"1964","2022-10-12",-15,"Mz",0
"1965","2022-10-12",-15,"W1",0
"1966","2022-10-12",-15,"W2",0.1667
"1967","2022-10-12",-14,"M3t",0.064
"1968","2022-10-12",-12,"M3",0.048
"1969","2022-10-12",-11,"W1",0.523
"1970","2022-10-12",-10,"M1",0.1705
"1971","2022-10-12",0,"A1",-0.3333
"1972","2022-10-12",0,"A1t",-0.3333
"1973","2022-10-12",0,"A2",0.3333
"1974","2022-10-12",0,"A3t",0.8628
"1975","2022-10-12",0,"A4t",0.9659
"1976","2022-10-12",0,"D1",-3.5
"1977","2022-10-12",0,"D2",-2.625
"1978","2022-10-12",0,"Dsn",-1.9167
"1979","2022-10-12",0,"Dz",-1.5833
"1980","2022-10-12",0,"L2",-2.4543
"1981","2022-10-12",0,"L3",1.1249
"1982","2022-10-12",0,"M1",-2.4293
"1983","2022-10-12",0,"M3",-1.1877
"1984","2022-10-12",0,"M3t",-1.1689
"1985","2022-10-12",0,"Mz",-3
"1986","2022-10-12",0,"W1",-1.4145
"1987","2022-10-12",0,"W2",-1.02
"1988","2022-10-12",100,"Dz",-2.8333
"1989","2022-10-13",-40,"A1",-0.2917
"1990","2022-10-13",-40,"A1t",-0.5
"1991","2022-10-13",-40,"A2",0
"1992","2022-10-13",-40,"A3t",-0.375
"1993","2022-10-13",-40,"A4t",-0.25
"1994","2022-10-13",-40,"D1",-0.25
"1995","2022-10-13",-40,"D2",-0.5
"1996","2022-10-13",-40,"Dsn",0
"1997","2022-10-13",-40,"Dz",0
"1998","2022-10-13",-40,"L3",0
