"","Date","iBtn_ID","Plot_ID","Veg_type","Plot_type","Depth","Transect.x","Moist_grad","avg_daily_temp"
"10453","2022-01-05","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",-11.852
"10454","2022-01-05","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",-12.1927
"10455","2022-01-05","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",-15.6147
"10456","2022-01-05","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",-14.8883
"10457","2022-01-05","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",-10.428
"10458","2022-01-05","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",-11.105
"10459","2022-01-05","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",-12.4272
"10460","2022-01-05","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",-8.5277
"10461","2022-01-05","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",-16.9127
"10462","2022-01-05","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",-12.555
"10463","2022-01-05","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",-15.2437
"10464","2022-01-05","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",-8.556
"10465","2022-01-05","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",-17.1493
"10466","2022-01-05","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",-13.9528
"10467","2022-01-05","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",-9.335
"10468","2022-01-05","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",-8.2495
"10469","2022-01-05","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",-11.651
"10470","2022-01-05","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",-8.444
"10471","2022-01-05","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",-9.018
"10472","2022-01-05","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",-3.479
"10473","2022-01-05","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",-8.8313
"10474","2022-01-05","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",-9.448
"10475","2022-01-05","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",-12.0247
"10476","2022-01-05","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",-8.055
"10477","2022-01-05","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",-7.134
"10478","2022-01-05","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",-9.8912
"10479","2022-01-05","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",-14.4972
"10480","2022-01-05","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",-17.3567
"10481","2022-01-05","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",-10.979
"10482","2022-01-05","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",-12.6937
"10483","2022-01-05","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",-12.181
"10484","2022-01-05","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",-10.537
"10485","2022-01-05","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",-12.2845
"10486","2022-01-05","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",-11.9442
"10487","2022-01-05","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",-11.016
"10488","2022-01-05","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",-12.2768
"10489","2022-01-05","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",-12.7635
"10490","2022-01-05","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",-6.501
"10491","2022-01-05","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",-11.246
"10492","2022-01-05","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",-13.9422
"10493","2022-01-05","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",-12.928
"10494","2022-01-05","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",-13.6613
"10495","2022-01-06","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",0.065
"10496","2022-01-06","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",0.053
"10497","2022-01-06","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",0.02
"10498","2022-01-06","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",0.072
"10499","2022-01-06","L08","21A-35","L3","Aquatic",0,"T6","aquatic",-0.45
"10500","2022-01-06","L09","21A-27","L3","Aquatic",0,"T6","aquatic",-0.477
"10501","2022-01-06","L10","21A-24","L3","Aquatic",0,"T6","aquatic",0.605
"10502","2022-01-06","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",0.4912
"10503","2022-01-06","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",0.534
"10504","2022-01-06","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",0.06
"10505","2022-01-06","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",-0.465
"10506","2022-01-06","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",-0.3552
"10507","2022-01-06","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",0.026
"10508","2022-01-06","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",-0.003
"10509","2022-01-06","L18","21A-19","L3","Aquatic",0,"JS","aquatic",0.104
"10510","2022-01-06","L19","21A-16","L3","Aquatic",0,"JS","aquatic",0.062
"10511","2022-01-06","L20","21A-14","L3","Aquatic",0,"JS","aquatic",0.041
"10512","2022-01-06","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",-12.188
"10513","2022-01-06","T04","21-25","L2","Terrestrial",0,"T7","aquatic",-7.8027
"10514","2022-01-06","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",-10.3295
"10515","2022-01-06","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",-9.322
"10516","2022-01-06","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",-17.899
"10517","2022-01-06","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",-11.158
"10518","2022-01-06","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",-12.4402
"10519","2022-01-06","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",-11.096
"10520","2022-01-06","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",-11.1
"10521","2022-01-06","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",-15.2795
"10522","2022-01-06","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",-14.219
"10523","2022-01-06","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",-10.008
"10524","2022-01-06","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",-10.517
"10525","2022-01-06","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",-12.0905
"10526","2022-01-06","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",-7.6887
"10527","2022-01-06","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",-15.82
"10528","2022-01-06","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",-11.548
"10529","2022-01-06","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",-14.067
"10530","2022-01-06","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",-8.3035
"10531","2022-01-06","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",-15.8035
"10532","2022-01-06","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",-13.0317
"10533","2022-01-06","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",-8.7475
"10534","2022-01-06","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",-7.997
"10535","2022-01-06","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",-10.475
"10536","2022-01-06","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",-8.024
"10537","2022-01-06","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",-8.514
"10538","2022-01-06","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",-3.5628
"10539","2022-01-06","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",-8.2445
"10540","2022-01-06","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",-9.448
"10541","2022-01-06","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",-11.016
"10542","2022-01-06","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",-7.552
"10543","2022-01-06","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",-7.134
"10544","2022-01-06","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",-9.6397
"10545","2022-01-06","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",-15.6735
"10546","2022-01-06","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",-16.6815
"10547","2022-01-06","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",-10.5607
"10548","2022-01-06","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",-11.3532
"10549","2022-01-06","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",-11.5965
"10550","2022-01-06","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",-10.537
"10551","2022-01-06","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",-11.5292
"10552","2022-01-06","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",-11.357
"10553","2022-01-06","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",-10.764
"10554","2022-01-06","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",-11.1
"10555","2022-01-06","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",-11.838
"10556","2022-01-06","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",-6.3337
"10557","2022-01-06","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",-10.5748
"10558","2022-01-06","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",-12.683
"10559","2022-01-06","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",-11.9167
"10560","2022-01-06","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",-12.5737
"10561","2022-01-07","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",0.065
"10562","2022-01-07","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",0.053
"10563","2022-01-07","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",0.02
"10564","2022-01-07","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",0.072
"10565","2022-01-07","L08","21A-35","L3","Aquatic",0,"T6","aquatic",-0.45
"10566","2022-01-07","L09","21A-27","L3","Aquatic",0,"T6","aquatic",-0.477
"10567","2022-01-07","L10","21A-24","L3","Aquatic",0,"T6","aquatic",0.605
"10568","2022-01-07","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",0.1558
"10569","2022-01-07","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",0.534
"10570","2022-01-07","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",0.06
"10571","2022-01-07","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",-0.465
"10572","2022-01-07","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",-0.439
"10573","2022-01-07","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",0.026
"10574","2022-01-07","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",-0.003
"10575","2022-01-07","L18","21A-19","L3","Aquatic",0,"JS","aquatic",0.104
"10576","2022-01-07","L19","21A-16","L3","Aquatic",0,"JS","aquatic",0.062
"10577","2022-01-07","L20","21A-14","L3","Aquatic",0,"JS","aquatic",0.041
"10578","2022-01-07","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",-12.44
"10579","2022-01-07","T04","21-25","L2","Terrestrial",0,"T7","aquatic",-7.8027
"10580","2022-01-07","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",-10.077
"10581","2022-01-07","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",-9.572
"10582","2022-01-07","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",-19.9208
"10583","2022-01-07","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",-11.242
"10584","2022-01-07","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",-13.785
"10585","2022-01-07","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",-11.012
"10586","2022-01-07","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",-11.6883
"10587","2022-01-07","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",-16.536
"10588","2022-01-07","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",-15.8087
"10589","2022-01-07","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",-10.008
"10590","2022-01-07","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",-10.517
"10591","2022-01-07","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",-13.4368
"10592","2022-01-07","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",-7.9402
"10593","2022-01-07","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",-16.7443
"10594","2022-01-07","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",-11.7995
"10595","2022-01-07","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",-14.319
"10596","2022-01-07","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",-8.051
"10597","2022-01-07","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",-16.392
"10598","2022-01-07","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",-13.6177
"10599","2022-01-07","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",-8.7475
"10600","2022-01-07","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",-7.997
"10601","2022-01-07","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",-11.063
"10602","2022-01-07","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",-8.024
"10603","2022-01-07","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",-8.514
"10604","2022-01-07","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",-3.982
"10605","2022-01-07","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",-7.993
"10606","2022-01-07","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",-9.448
"10607","2022-01-07","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",-11.352
"10608","2022-01-07","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",-7.552
"10609","2022-01-07","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",-6.967
"10610","2022-01-07","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",-9.472
"10611","2022-01-07","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",-17.6068
"10612","2022-01-07","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",-17.863
"10613","2022-01-07","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",-9.976
"10614","2022-01-07","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",-11.018
"10615","2022-01-07","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",-11.513
"10616","2022-01-07","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",-10.285
"10617","2022-01-07","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",-11.026
"10618","2022-01-07","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",-11.441
"10619","2022-01-07","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",-10.512
"10620","2022-01-07","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",-11.352
"10621","2022-01-07","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",-12.2585
"10622","2022-01-07","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",-6.3337
"10623","2022-01-07","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",-10.491
"10624","2022-01-07","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",-13.2705
"10625","2022-01-07","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",-12.338
"10626","2022-01-07","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",-12.5737
"10627","2022-01-08","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",0.065
"10628","2022-01-08","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",0.053
"10629","2022-01-08","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",0.02
"10630","2022-01-08","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",0.072
"10631","2022-01-08","L08","21A-35","L3","Aquatic",0,"T6","aquatic",-0.45
"10632","2022-01-08","L09","21A-27","L3","Aquatic",0,"T6","aquatic",-0.477
"10633","2022-01-08","L10","21A-24","L3","Aquatic",0,"T6","aquatic",0.605
"10634","2022-01-08","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",0.072
"10635","2022-01-08","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",0.534
"10636","2022-01-08","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",0.06
"10637","2022-01-08","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",-0.465
"10638","2022-01-08","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",-0.439
"10639","2022-01-08","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",0.026
"10640","2022-01-08","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",-0.003
"10641","2022-01-08","L18","21A-19","L3","Aquatic",0,"JS","aquatic",0.104
"10642","2022-01-08","L19","21A-16","L3","Aquatic",0,"JS","aquatic",0.062
"10643","2022-01-08","L20","21A-14","L3","Aquatic",0,"JS","aquatic",0.041
"10644","2022-01-08","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",-12.7755
"10645","2022-01-08","T04","21-25","L2","Terrestrial",0,"T7","aquatic",-7.97
"10646","2022-01-08","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",-10.582
"10647","2022-01-08","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",-9.906
"10648","2022-01-08","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",-21.354
"10649","2022-01-08","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",-11.6622
"10650","2022-01-08","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",-14.2895
"10651","2022-01-08","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",-11.432
"10652","2022-01-08","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",-12.025
"10653","2022-01-08","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",-17.5413
"10654","2022-01-08","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",-16.8963
"10655","2022-01-08","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",-10.176
"10656","2022-01-08","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",-11.021
"10657","2022-01-08","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",-14.2785
"10658","2022-01-08","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",-8.444
"10659","2022-01-08","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",-17.5012
"10660","2022-01-08","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",-12.303
"10661","2022-01-08","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",-14.739
"10662","2022-01-08","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",-8.556
"10663","2022-01-08","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",-16.8125
"10664","2022-01-08","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",-14.1203
"10665","2022-01-08","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",-8.999
"10666","2022-01-08","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",-7.997
"10667","2022-01-08","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",-11.651
"10668","2022-01-08","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",-8.108
"10669","2022-01-08","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",-8.934
"10670","2022-01-08","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",-4.1493
"10671","2022-01-08","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",-7.993
"10672","2022-01-08","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",-9.448
"10673","2022-01-08","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",-11.9408
"10674","2022-01-08","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",-7.8873
"10675","2022-01-08","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",-7.468
"10676","2022-01-08","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",-9.5558
"10677","2022-01-08","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",-18.784
"10678","2022-01-08","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",-18.707
"10679","2022-01-08","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",-10.0595
"10680","2022-01-08","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",-11.4372
"10681","2022-01-08","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",-11.5965
"10682","2022-01-08","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",-10.033
"10683","2022-01-08","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",-11.529
"10684","2022-01-08","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",-11.525
"10685","2022-01-08","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",-10.512
"10686","2022-01-08","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",-11.7725
"10687","2022-01-08","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",-12.6793
"10688","2022-01-08","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",-6.501
"10689","2022-01-08","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",-10.6587
"10690","2022-01-08","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",-13.774
"10691","2022-01-08","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",-12.6753
"10692","2022-01-08","T60","21-05","M1","Terrestrial",-10,"T6","moist tundra",-13.0757
"10693","2022-01-09","L01","21A-34","A3t","Aquatic",0,"T6","aquatic",0.065
"10694","2022-01-09","L02","21A-26","A3t","Aquatic",0,"T6","aquatic",0.053
"10695","2022-01-09","L05","21A-37","A3t","Aquatic",0,"T6","aquatic",0.02
"10696","2022-01-09","L07","21A-28","A4t","Aquatic",0,"T6","aquatic",0.072
"10697","2022-01-09","L08","21A-35","L3","Aquatic",0,"T6","aquatic",-0.45
"10698","2022-01-09","L09","21A-27","L3","Aquatic",0,"T6","aquatic",-0.477
"10699","2022-01-09","L10","21A-24","L3","Aquatic",0,"T6","aquatic",0.605
"10700","2022-01-09","L11","21A-18","A3t","Aquatic",0,"JS","aquatic",0.072
"10701","2022-01-09","L12","21A-15","A3t","Aquatic",0,"JS","aquatic",0.534
"10702","2022-01-09","L13","21A-02","A3t","Aquatic",0,"JS","aquatic",0.06
"10703","2022-01-09","L14","21A-09","A3t","Aquatic",0,"JS","aquatic",-0.465
"10704","2022-01-09","L15","21A-04","A3t","Aquatic",0,"JS","aquatic",-0.439
"10705","2022-01-09","L16","21A-13","A4t","Aquatic",0,"JS","aquatic",0.026
"10706","2022-01-09","L17","21A-03","A4t","Aquatic",0,"JS","aquatic",-0.003
"10707","2022-01-09","L18","21A-19","L3","Aquatic",0,"JS","aquatic",0.104
"10708","2022-01-09","L19","21A-16","L3","Aquatic",0,"JS","aquatic",0.062
"10709","2022-01-09","L20","21A-14","L3","Aquatic",0,"JS","aquatic",0.041
"10710","2022-01-09","T02","21-22","M1","Terrestrial",-23,"T9","moist tundra",-13.363
"10711","2022-01-09","T04","21-25","L2","Terrestrial",0,"T7","aquatic",-8.5547
"10712","2022-01-09","T06","21-18","M3","Terrestrial",-20,"T8","moist tundra",-10.918
"10713","2022-01-09","T08","21-02","W1","Terrestrial",0,"T8","wet tundra",-10.574
"10714","2022-01-09","T09","21-21","M1","Terrestrial",0,"T9","moist tundra",-23.378
"10715","2022-01-09","T10","21-24","M1","Terrestrial",-26,"T9","moist tundra",-12.251
"10716","2022-01-09","T11","21-24","M1","Terrestrial",0,"T9","moist tundra",-15.2985
"10717","2022-01-09","T12","21-09","M3t","Terrestrial",-14,"T6","moist tundra",-11.852
"10718","2022-01-09","T13","21-01","W1","Terrestrial",0,"T8","wet tundra",-12.697
"10719","2022-01-09","T14","21-20","M1","Terrestrial",0,"T9","moist tundra",-18.8823
"10720","2022-01-09","T17","21-22","M1","Terrestrial",0,"T9","moist tundra",-18.5707
"10721","2022-01-09","T18","21-23","W1","Terrestrial",-20,"T9","wet tundra",-10.68
"10722","2022-01-09","T19","21-17","M3","Terrestrial",-23,"T8","moist tundra",-11.5248
"10723","2022-01-09","T20","21-17","M3","Terrestrial",0,"T8","moist tundra",-15.7093
"10724","2022-01-09","T21","21-27","W1","Terrestrial",0,"T7","wet tundra",-9.1987
"10725","2022-01-09","T22","21-06","M1","Terrestrial",-10,"T6","moist tundra",-18.7625
"10726","2022-01-09","T23","21-09","M3t","Terrestrial",0,"T6","moist tundra",-13.2265
"10727","2022-01-09","T24","21-20","M1","Terrestrial",-19,"T9","moist tundra",-15.58
"10728","2022-01-09","T25","21-19","W2","Terrestrial",-19,"T9","wet tundra",-8.8085
"10729","2022-01-09","T26","21-21","M1","Terrestrial",-20,"T9","moist tundra",-17.9067
"10730","2022-01-09","T27","21-10","M1","Terrestrial",-19,"T6","moist tundra",-14.9578
"10731","2022-01-09","T28","21-03","W2","Terrestrial",-25,"T8","wet tundra",-9.419
"10732","2022-01-09","T29","21-02","W1","Terrestrial",-25,"T8","wet tundra",-8.3337
"10733","2022-01-09","T30","21-03","W2","Terrestrial",0,"T8","wet tundra",-12.323
"10734","2022-01-09","T31","21-12","W1","Terrestrial",-11,"T6","wet tundra",-8.6118
"10735","2022-01-09","T33","21-12","W1","Terrestrial",0,"T6","wet tundra",-9.3533
"10736","2022-01-09","T35","21-28","W2","Terrestrial",-40,"T7","wet tundra",-4.5678
"10737","2022-01-09","T36","21-04","W2","Terrestrial",-21,"T8","wet tundra",-8.496
"10738","2022-01-09","T37","21-15","M3t","Terrestrial",-20,"T6","moist tundra",-9.448
"10739","2022-01-09","T38","21-23","W1","Terrestrial",0,"T9","wet tundra",-12.781
"10740","2022-01-09","T39","21-26","L2","Terrestrial",-20,"T7","aquatic",-8.2227
"10741","2022-01-09","T40","21-25","L2","Terrestrial",-20,"T7","aquatic",-7.6353
"10742","2022-01-09","T41","21-16","W1","Terrestrial",-23,"T6","wet tundra",-9.975
"10743","2022-01-09","T42","21-10","M1","Terrestrial",0,"T6","moist tundra",-20.7183
"10744","2022-01-09","T43","21-06","M1","Terrestrial",0,"T6","moist tundra",-20.3115
"10745","2022-01-09","T44","21-14","W1","Terrestrial",-19,"T6","wet tundra",-10.477
"10746","2022-01-09","T46","21-14","W1","Terrestrial",0,"T6","wet tundra",-11.6047
"10747","2022-01-09","T47","21-08","M3t","Terrestrial",-20,"T6","moist tundra",-12.014
"10748","2022-01-09","T48","21-15","M3t","Terrestrial",0,"T6","moist tundra",-10.537
"10749","2022-01-09","T49","21-11","M3t","Terrestrial",0,"T6","moist tundra",-11.865
"10750","2022-01-09","T51","21-07","M3","Terrestrial",-12,"T6","moist tundra",-11.9442
"10751","2022-01-09","T52","21-11","M3t","Terrestrial",-17,"T6","moist tundra",-10.848
"10752","2022-01-09","T53","21-18","M3","Terrestrial",0,"T8","moist tundra",-12.529
"10753","2022-01-09","T55","21-08","M3t","Terrestrial",0,"T6","moist tundra",-13.3527
"10754","2022-01-09","T56","21-27","W1","Terrestrial",-26,"T7","wet tundra",-6.9193
"10755","2022-01-09","T57","21-01","W1","Terrestrial",-24,"T8","wet tundra",-10.994
"10756","2022-01-09","T58","21-05","M1","Terrestrial",0,"T6","moist tundra",-14.95
"10757","2022-01-09","T59","21-07","M3","Terrestrial",0,"T6","moist tundra",-13.3495
