,Date,Veg_type,Depth,avg_daily_temp2
720,10/24/2022,W2,0,-2.19
721,10/25/2022,A1t,-40,-0.50
722,10/25/2022,A1t,-15,-0.25
723,10/25/2022,A1t,0,-0.50
724,10/25/2022,M1,-40,-0.25
725,10/25/2022,M1,-15,0.00
726,10/25/2022,M1,0,-2.25
727,10/25/2022,M3,-40,-0.25
728,10/25/2022,M3,-15,0.00
729,10/25/2022,M3,0,-1.21
730,10/25/2022,M3t,-40,0.00
731,10/25/2022,M3t,-15,0.25
732,10/25/2022,M3t,0,-1.25
733,10/25/2022,W1,-40,-0.48
734,10/25/2022,W1,-15,0.00
735,10/25/2022,W1,0,-1.27
736,10/25/2022,W2,-40,0.00
737,10/25/2022,W2,-15,0.00
738,10/25/2022,W2,0,-2.58
739,10/26/2022,A1t,-40,-0.50
740,10/26/2022,A1t,-15,-0.25
741,10/26/2022,A1t,0,-0.50
742,10/26/2022,M1,-40,-0.25
743,10/26/2022,M1,-15,0.00
744,10/26/2022,M1,0,-2.25
745,10/26/2022,M3,-40,-0.25
746,10/26/2022,M3,-15,0.00
747,10/26/2022,M3,0,-1.25
748,10/26/2022,M3t,-40,0.00
749,10/26/2022,M3t,-15,0.21
750,10/26/2022,M3t,0,-1.33
751,10/26/2022,W1,-40,-0.50
752,10/26/2022,W1,-15,-0.04
753,10/26/2022,W1,0,-1.31
754,10/26/2022,W2,-40,0.00
755,10/26/2022,W2,-15,0.00
756,10/26/2022,W2,0,-2.50
757,10/27/2022,A1t,-40,-0.50
758,10/27/2022,A1t,-15,-0.25
759,10/27/2022,A1t,0,-0.50
760,10/27/2022,M1,-40,-0.25
761,10/27/2022,M1,-15,0.00
762,10/27/2022,M1,0,-2.00
763,10/27/2022,M3,-40,-0.25
764,10/27/2022,M3,-15,0.00
765,10/27/2022,M3,0,-1.25
766,10/27/2022,M3t,-40,0.00
767,10/27/2022,M3t,-15,0.21
768,10/27/2022,M3t,0,-1.17
769,10/27/2022,W1,-40,-0.50
770,10/27/2022,W1,-15,-0.21
771,10/27/2022,W1,0,-1.25
772,10/27/2022,W2,-40,0.00
773,10/27/2022,W2,-15,0.00
774,10/27/2022,W2,0,-2.19
775,10/28/2022,A1t,-40,-0.50
776,10/28/2022,A1t,-15,-0.25
777,10/28/2022,A1t,0,-0.50
778,10/28/2022,M1,-40,-0.25
779,10/28/2022,M1,-15,0.00
780,10/28/2022,M1,0,-1.50
781,10/28/2022,M3,-40,-0.25
782,10/28/2022,M3,-15,0.00
783,10/28/2022,M3,0,-0.88
784,10/28/2022,M3t,-40,0.00
785,10/28/2022,M3t,-15,0.17
786,10/28/2022,M3t,0,-0.96
787,10/28/2022,W1,-40,-0.50
788,10/28/2022,W1,-15,-0.25
789,10/28/2022,W1,0,-0.88
790,10/28/2022,W2,-40,0.00
791,10/28/2022,W2,-15,0.00
792,10/28/2022,W2,0,-1.47
793,10/29/2022,A1t,-40,-0.50
794,10/29/2022,A1t,-15,-0.25
795,10/29/2022,A1t,0,-0.50
796,10/29/2022,M1,-40,-0.25
797,10/29/2022,M1,-15,0.00
798,10/29/2022,M1,0,-2.17
799,10/29/2022,M3,-40,-0.25
800,10/29/2022,M3,-15,0.00
801,10/29/2022,M3,0,-1.00
802,10/29/2022,M3t,-40,0.00
803,10/29/2022,M3t,-15,0.04
804,10/29/2022,M3t,0,-1.00
805,10/29/2022,W1,-40,-0.50
806,10/29/2022,W1,-15,-0.25
807,10/29/2022,W1,0,-1.04
808,10/29/2022,W2,-40,0.00
809,10/29/2022,W2,-15,-0.03
810,10/29/2022,W2,0,-1.89
811,10/30/2022,A1t,-40,-0.50
812,10/30/2022,A1t,-15,-0.25
813,10/30/2022,A1t,0,-0.50
814,10/30/2022,M1,-40,-0.25
815,10/30/2022,M1,-15,-0.21
816,10/30/2022,M1,0,-2.92
817,10/30/2022,M3,-40,-0.25
818,10/30/2022,M3,-15,0.00
819,10/30/2022,M3,0,-1.63
820,10/30/2022,M3t,-40,0.00
821,10/30/2022,M3t,-15,0.00
822,10/30/2022,M3t,0,-1.13
823,10/30/2022,W1,-40,-0.50
824,10/30/2022,W1,-15,-0.25
825,10/30/2022,W1,0,-1.42
826,10/30/2022,W2,-40,0.00
827,10/30/2022,W2,-15,-0.22
828,10/30/2022,W2,0,-2.92
829,10/31/2022,A1t,-40,-0.50
830,10/31/2022,A1t,-15,-0.25
831,10/31/2022,A1t,0,-0.58
832,10/31/2022,M1,-40,-0.25
833,10/31/2022,M1,-15,-0.38
834,10/31/2022,M1,0,-4.08
835,10/31/2022,M3,-40,-0.25
836,10/31/2022,M3,-15,-0.04
837,10/31/2022,M3,0,-2.54
838,10/31/2022,M3t,-40,0.00
839,10/31/2022,M3t,-15,0.00
840,10/31/2022,M3t,0,-1.50
841,10/31/2022,W1,-40,-0.50
842,10/31/2022,W1,-15,-0.27
843,10/31/2022,W1,0,-2.06
844,10/31/2022,W2,-40,0.00
845,10/31/2022,W2,-15,-0.53
846,10/31/2022,W2,0,-4.14
847,11/1/2022,A1t,-40,-0.50
848,11/1/2022,A1t,-15,-0.25
849,11/1/2022,A1t,0,-0.75
850,11/1/2022,M1,-40,-0.25
851,11/1/2022,M1,-15,-0.75
852,11/1/2022,M1,0,-4.92
853,11/1/2022,M3,-40,-0.25
854,11/1/2022,M3,-15,-0.46
855,11/1/2022,M3,0,-3.42
856,11/1/2022,M3t,-40,0.00
857,11/1/2022,M3t,-15,0.00
858,11/1/2022,M3t,0,-1.75
859,11/1/2022,W1,-40,-0.50
860,11/1/2022,W1,-15,-0.50
861,11/1/2022,W1,0,-2.75
862,11/1/2022,W2,-40,0.00
863,11/1/2022,W2,-15,-1.00
864,11/1/2022,W2,0,-5.28
865,11/2/2022,A1t,-40,-0.50
866,11/2/2022,A1t,-15,-0.25
867,11/2/2022,A1t,0,-0.75
868,11/2/2022,M1,-40,-0.25
869,11/2/2022,M1,-15,-0.75
870,11/2/2022,M1,0,-3.50
871,11/2/2022,M3,-40,-0.25
872,11/2/2022,M3,-15,-0.54
873,11/2/2022,M3,0,-2.46
874,11/2/2022,M3t,-40,0.00
875,11/2/2022,M3t,-15,0.00
876,11/2/2022,M3t,0,-1.50
877,11/2/2022,W1,-40,-0.50
878,11/2/2022,W1,-15,-0.50
879,11/2/2022,W1,0,-2.02
880,11/2/2022,W2,-40,0.00
881,11/2/2022,W2,-15,-0.86
882,11/2/2022,W2,0,-3.86
883,11/3/2022,A1t,-40,-0.50
884,11/3/2022,A1t,-15,-0.25
885,11/3/2022,A1t,0,-0.75
886,11/3/2022,M1,-40,-0.25
887,11/3/2022,M1,-15,-0.75
888,11/3/2022,M1,0,-3.00
889,11/3/2022,M3,-40,-0.25
890,11/3/2022,M3,-15,-0.50
891,11/3/2022,M3,0,-2.00
892,11/3/2022,M3t,-40,0.00
893,11/3/2022,M3t,-15,-0.17
894,11/3/2022,M3t,0,-1.50
895,11/3/2022,W1,-40,-0.50
896,11/3/2022,W1,-15,-0.50
897,11/3/2022,W1,0,-1.79
898,11/3/2022,W2,-40,0.00
899,11/3/2022,W2,-15,-0.69
900,11/3/2022,W2,0,-3.28
901,11/4/2022,A1t,-40,-0.50
902,11/4/2022,A1t,-15,-0.25
903,11/4/2022,A1t,0,-0.75
904,11/4/2022,M1,-40,-0.25
905,11/4/2022,M1,-15,-0.75
906,11/4/2022,M1,0,-3.00
907,11/4/2022,M3,-40,-0.25
908,11/4/2022,M3,-15,-0.50
909,11/4/2022,M3,0,-2.13
910,11/4/2022,M3t,-40,0.00
911,11/4/2022,M3t,-15,-0.25
912,11/4/2022,M3t,0,-1.50
913,11/4/2022,W1,-40,-0.50
914,11/4/2022,W1,-15,-0.50
915,11/4/2022,W1,0,-1.77
916,11/4/2022,W2,-40,0.00
917,11/4/2022,W2,-15,-0.81
918,11/4/2022,W2,0,-3.17
919,11/5/2022,A1t,-40,-0.50
920,11/5/2022,A1t,-15,-0.25
921,11/5/2022,A1t,0,-0.75
922,11/5/2022,M1,-40,-0.25
923,11/5/2022,M1,-15,-0.75
924,11/5/2022,M1,0,-3.00
925,11/5/2022,M3,-40,-0.25
926,11/5/2022,M3,-15,-0.50
927,11/5/2022,M3,0,-1.96
928,11/5/2022,M3t,-40,0.00
929,11/5/2022,M3t,-15,-0.25
930,11/5/2022,M3t,0,-1.58
931,11/5/2022,W1,-40,-0.50
932,11/5/2022,W1,-15,-0.50
933,11/5/2022,W1,0,-1.81
934,11/5/2022,W2,-40,0.00
935,11/5/2022,W2,-15,-0.81
936,11/5/2022,W2,0,-2.94
937,11/6/2022,A1t,-40,-0.50
938,11/6/2022,A1t,-15,-0.25
939,11/6/2022,A1t,0,-0.92
940,11/6/2022,M1,-40,-0.25
941,11/6/2022,M1,-15,-1.00
942,11/6/2022,M1,0,-3.92
943,11/6/2022,M3,-40,-0.25
944,11/6/2022,M3,-15,-0.79
945,11/6/2022,M3,0,-2.92
946,11/6/2022,M3t,-40,0.00
947,11/6/2022,M3t,-15,-0.25
948,11/6/2022,M3t,0,-1.88
949,11/6/2022,W1,-40,-0.50
950,11/6/2022,W1,-15,-0.63
951,11/6/2022,W1,0,-2.15
952,11/6/2022,W2,-40,0.00
953,11/6/2022,W2,-15,-0.94
954,11/6/2022,W2,0,-3.61
955,11/7/2022,A1t,-40,-0.50
956,11/7/2022,A1t,-15,-0.25
957,11/7/2022,A1t,0,-0.79
958,11/7/2022,M1,-40,-0.25
959,11/7/2022,M1,-15,-1.00
960,11/7/2022,M1,0,-2.83
961,11/7/2022,M3,-40,-0.25
962,11/7/2022,M3,-15,-0.75
963,11/7/2022,M3,0,-1.96
964,11/7/2022,M3t,-40,0.00
965,11/7/2022,M3t,-15,-0.25
966,11/7/2022,M3t,0,-1.58
967,11/7/2022,W1,-40,-0.50
968,11/7/2022,W1,-15,-0.50
969,11/7/2022,W1,0,-1.63
970,11/7/2022,W2,-40,0.00
971,11/7/2022,W2,-15,-0.89
972,11/7/2022,W2,0,-2.83
973,11/8/2022,A1t,-40,-0.50
974,11/8/2022,A1t,-15,-0.25
975,11/8/2022,A1t,0,-0.75
976,11/8/2022,M1,-40,-0.25
977,11/8/2022,M1,-15,-0.88
978,11/8/2022,M1,0,-2.42
979,11/8/2022,M3,-40,-0.25
980,11/8/2022,M3,-15,-0.63
981,11/8/2022,M3,0,-1.42
982,11/8/2022,M3t,-40,0.00
983,11/8/2022,M3t,-15,-0.25
984,11/8/2022,M3t,0,-1.25
985,11/8/2022,W1,-40,-0.50
986,11/8/2022,W1,-15,-0.50
987,11/8/2022,W1,0,-1.38
988,11/8/2022,W2,-40,0.00
989,11/8/2022,W2,-15,-0.75
990,11/8/2022,W2,0,-2.39
991,11/9/2022,A1t,-40,-0.50
992,11/9/2022,A1t,-15,-0.25
993,11/9/2022,A1t,0,-0.75
994,11/9/2022,M1,-40,-0.25
995,11/9/2022,M1,-15,-0.79
996,11/9/2022,M1,0,-2.50
997,11/9/2022,M3,-40,-0.25
998,11/9/2022,M3,-15,-0.71
999,11/9/2022,M3,0,-1.71
1000,11/9/2022,M3t,-40,0.00
1001,11/9/2022,M3t,-15,-0.25
1002,11/9/2022,M3t,0,-1.21
1003,11/9/2022,W1,-40,-0.50
1004,11/9/2022,W1,-15,-0.50
1005,11/9/2022,W1,0,-1.50
1006,11/9/2022,W2,-40,0.00
1007,11/9/2022,W2,-15,-0.81
1008,11/9/2022,W2,0,-2.58
1009,11/10/2022,A1t,-40,-0.50
1010,11/10/2022,A1t,-15,-0.25
1011,11/10/2022,A1t,0,-0.75
1012,11/10/2022,M1,-40,-0.25
1013,11/10/2022,M1,-15,-0.54
1014,11/10/2022,M1,0,-2.08
1015,11/10/2022,M3,-40,-0.25
1016,11/10/2022,M3,-15,-0.50
1017,11/10/2022,M3,0,-1.21
1018,11/10/2022,M3t,-40,0.00
1019,11/10/2022,M3t,-15,-0.25
1020,11/10/2022,M3t,0,-1.00
1021,11/10/2022,W1,-40,-0.50
1022,11/10/2022,W1,-15,-0.50
1023,11/10/2022,W1,0,-1.19
1024,11/10/2022,W2,-40,0.00
1025,11/10/2022,W2,-15,-0.67
1026,11/10/2022,W2,0,-2.08
1027,11/11/2022,A1t,-40,-0.50
1028,11/11/2022,A1t,-15,-0.25
1029,11/11/2022,A1t,0,-0.75
1030,11/11/2022,M1,-40,-0.25
1031,11/11/2022,M1,-15,-0.92
1032,11/11/2022,M1,0,-3.25
1033,11/11/2022,M3,-40,-0.25
1034,11/11/2022,M3,-15,-0.67
1035,11/11/2022,M3,0,-2.13
1036,11/11/2022,M3t,-40,0.00
1037,11/11/2022,M3t,-15,-0.25
1038,11/11/2022,M3t,0,-1.46
1039,11/11/2022,W1,-40,-0.50
1040,11/11/2022,W1,-15,-0.60
1041,11/11/2022,W1,0,-1.79
1042,11/11/2022,W2,-40,0.00
1043,11/11/2022,W2,-15,-0.89
1044,11/11/2022,W2,0,-2.94
1045,11/12/2022,A1t,-40,-0.50
1046,11/12/2022,A1t,-15,-0.25
1047,11/12/2022,A1t,0,-1.08
1048,11/12/2022,M1,-40,-0.25
1049,11/12/2022,M1,-15,-1.33
1050,11/12/2022,M1,0,-4.08
1051,11/12/2022,M3,-40,-0.25
1052,11/12/2022,M3,-15,-1.29
1053,11/12/2022,M3,0,-3.00
1054,11/12/2022,M3t,-40,0.00
1055,11/12/2022,M3t,-15,-0.42
1056,11/12/2022,M3t,0,-1.83
1057,11/12/2022,W1,-40,-0.50
1058,11/12/2022,W1,-15,-0.88
1059,11/12/2022,W1,0,-2.48
1060,11/12/2022,W2,-40,0.00
1061,11/12/2022,W2,-15,-1.50
1062,11/12/2022,W2,0,-4.08
1063,11/13/2022,A1t,-40,-0.50
1064,11/13/2022,A1t,-15,-0.25
1065,11/13/2022,A1t,0,-1.08
1066,11/13/2022,M1,-40,-0.25
1067,11/13/2022,M1,-15,-1.25
1068,11/13/2022,M1,0,-3.50
1069,11/13/2022,M3,-40,-0.25
1070,11/13/2022,M3,-15,-1.25
1071,11/13/2022,M3,0,-2.50
1072,11/13/2022,M3t,-40,0.00
1073,11/13/2022,M3t,-15,-0.29
1074,11/13/2022,M3t,0,-1.75
1075,11/13/2022,W1,-40,-0.50
1076,11/13/2022,W1,-15,-0.88
1077,11/13/2022,W1,0,-2.06
1078,11/13/2022,W2,-40,0.00
1079,11/13/2022,W2,-15,-1.33
1080,11/13/2022,W2,0,-3.44
1081,11/14/2022,A1t,-40,-0.50
1082,11/14/2022,A1t,-15,-0.25
1083,11/14/2022,A1t,0,-1.13
1084,11/14/2022,M1,-40,-0.25
1085,11/14/2022,M1,-15,-1.46
1086,11/14/2022,M1,0,-3.67
1087,11/14/2022,M3,-40,-0.25
1088,11/14/2022,M3,-15,-1.25
1089,11/14/2022,M3,0,-2.83
1090,11/14/2022,M3t,-40,-0.04
1091,11/14/2022,M3t,-15,-0.50
1092,11/14/2022,M3t,0,-1.92
1093,11/14/2022,W1,-40,-0.50
1094,11/14/2022,W1,-15,-0.88
1095,11/14/2022,W1,0,-2.27
1096,11/14/2022,W2,-40,0.00
1097,11/14/2022,W2,-15,-1.39
1098,11/14/2022,W2,0,-3.64
1099,11/15/2022,A1t,-40,-0.50
1100,11/15/2022,A1t,-15,-0.25
1101,11/15/2022,A1t,0,-1.25
1102,11/15/2022,M1,-40,-0.25
1103,11/15/2022,M1,-15,-1.71
1104,11/15/2022,M1,0,-4.42
1105,11/15/2022,M3,-40,-0.25
1106,11/15/2022,M3,-15,-1.67
1107,11/15/2022,M3,0,-3.42
1108,11/15/2022,M3t,-40,-0.08
1109,11/15/2022,M3t,-15,-0.67
1110,11/15/2022,M3t,0,-2.17
1111,11/15/2022,W1,-40,-0.50
1112,11/15/2022,W1,-15,-1.13
1113,11/15/2022,W1,0,-2.81
1114,11/15/2022,W2,-40,0.00
1115,11/15/2022,W2,-15,-1.67
1116,11/15/2022,W2,0,-4.28
1117,11/16/2022,A1t,-40,-0.50
1118,11/16/2022,A1t,-15,-0.25
1119,11/16/2022,A1t,0,-1.25
1120,11/16/2022,M1,-40,-0.25
1121,11/16/2022,M1,-15,-1.67
1122,11/16/2022,M1,0,-3.50
1123,11/16/2022,M3,-40,-0.25
1124,11/16/2022,M3,-15,-1.63
1125,11/16/2022,M3,0,-2.88
1126,11/16/2022,M3t,-40,-0.04
1127,11/16/2022,M3t,-15,-0.75
1128,11/16/2022,M3t,0,-1.88
1129,11/16/2022,W1,-40,-0.50
1130,11/16/2022,W1,-15,-1.15
1131,11/16/2022,W1,0,-2.29
1132,11/16/2022,W2,-40,0.00
1133,11/16/2022,W2,-15,-1.56
1134,11/16/2022,W2,0,-3.50
1135,11/17/2022,A1t,-40,-0.50
1136,11/17/2022,A1t,-15,-0.25
1137,11/17/2022,A1t,0,-1.25
1138,11/17/2022,M1,-40,-0.25
1139,11/17/2022,M1,-15,-1.42
1140,11/17/2022,M1,0,-2.92
1141,11/17/2022,M3,-40,-0.25
1142,11/17/2022,M3,-15,-1.25
1143,11/17/2022,M3,0,-2.21
1144,11/17/2022,M3t,-40,-0.13
1145,11/17/2022,M3t,-15,-0.58
1146,11/17/2022,M3t,0,-1.58
1147,11/17/2022,W1,-40,-0.50
1148,11/17/2022,W1,-15,-0.88
1149,11/17/2022,W1,0,-1.81
1150,11/17/2022,W2,-40,0.00
1151,11/17/2022,W2,-15,-1.28
1152,11/17/2022,W2,0,-2.72
1153,11/18/2022,A1t,-40,-0.50
1154,11/18/2022,A1t,-15,-0.25
1155,11/18/2022,A1t,0,-0.79
1156,11/18/2022,M1,-40,-0.25
1157,11/18/2022,M1,-15,-1.00
1158,11/18/2022,M1,0,-1.67
1159,11/18/2022,M3,-40,-0.25
1160,11/18/2022,M3,-15,-0.88
1161,11/18/2022,M3,0,-1.08
1162,11/18/2022,M3t,-40,-0.17
1163,11/18/2022,M3t,-15,-0.29
1164,11/18/2022,M3t,0,-1.04
1165,11/18/2022,W1,-40,-0.50
1166,11/18/2022,W1,-15,-0.65
1167,11/18/2022,W1,0,-1.10
1168,11/18/2022,W2,-40,0.00
1169,11/18/2022,W2,-15,-0.89
1170,11/18/2022,W2,0,-1.78
1171,11/19/2022,A1t,-40,-0.50
1172,11/19/2022,A1t,-15,-0.25
1173,11/19/2022,A1t,0,-0.75
1174,11/19/2022,M1,-40,-0.25
1175,11/19/2022,M1,-15,-1.00
1176,11/19/2022,M1,0,-1.75
1177,11/19/2022,M3,-40,-0.25
1178,11/19/2022,M3,-15,-0.54
1179,11/19/2022,M3,0,-1.25
1180,11/19/2022,M3t,-40,-0.17
1181,11/19/2022,M3t,-15,-0.25
1182,11/19/2022,M3t,0,-1.00
1183,11/19/2022,W1,-40,-0.50
1184,11/19/2022,W1,-15,-0.63
1185,11/19/2022,W1,0,-1.15
1186,11/19/2022,W2,-40,0.00
1187,11/19/2022,W2,-15,-0.81
1188,11/19/2022,W2,0,-1.67
1189,11/20/2022,A1t,-40,-0.50
1190,11/20/2022,A1t,-15,-0.25
1191,11/20/2022,A1t,0,-0.75
1192,11/20/2022,M1,-40,-0.25
1193,11/20/2022,M1,-15,-1.00
1194,11/20/2022,M1,0,-2.00
1195,11/20/2022,M3,-40,-0.25
1196,11/20/2022,M3,-15,-1.00
1197,11/20/2022,M3,0,-1.50
1198,11/20/2022,M3t,-40,-0.25
1199,11/20/2022,M3t,-15,-0.25
1200,11/20/2022,M3t,0,-1.04
1201,11/20/2022,W1,-40,-0.50
1202,11/20/2022,W1,-15,-0.63
1203,11/20/2022,W1,0,-1.25
1204,11/20/2022,W2,-40,0.00
1205,11/20/2022,W2,-15,-0.83
1206,11/20/2022,W2,0,-1.67
1207,11/21/2022,A1t,-40,-0.50
1208,11/21/2022,A1t,-15,-0.25
1209,11/21/2022,A1t,0,-0.75
1210,11/21/2022,M1,-40,-0.25
1211,11/21/2022,M1,-15,-1.00
1212,11/21/2022,M1,0,-2.42
1213,11/21/2022,M3,-40,-0.25
1214,11/21/2022,M3,-15,-1.00
1215,11/21/2022,M3,0,-1.71
1216,11/21/2022,M3t,-40,-0.25
1217,11/21/2022,M3t,-15,-0.25
1218,11/21/2022,M3t,0,-1.38
1219,11/21/2022,W1,-40,-0.50
1220,11/21/2022,W1,-15,-0.67
1221,11/21/2022,W1,0,-1.54
1222,11/21/2022,W2,-40,0.00
1223,11/21/2022,W2,-15,-0.83
1224,11/21/2022,W2,0,-1.94
1225,11/22/2022,A1t,-40,-0.50
1226,11/22/2022,A1t,-15,-0.25
1227,11/22/2022,A1t,0,-1.08
1228,11/22/2022,M1,-40,-0.25
1229,11/22/2022,M1,-15,-1.33
1230,11/22/2022,M1,0,-3.33
1231,11/22/2022,M3,-40,-0.25
1232,11/22/2022,M3,-15,-1.29
1233,11/22/2022,M3,0,-2.63
1234,11/22/2022,M3t,-40,-0.25
1235,11/22/2022,M3t,-15,-0.75
1236,11/22/2022,M3t,0,-1.96
1237,11/22/2022,W1,-40,-0.50
1238,11/22/2022,W1,-15,-0.98
1239,11/22/2022,W1,0,-2.25
1240,11/22/2022,W2,-40,0.00
1241,11/22/2022,W2,-15,-1.03
1242,11/22/2022,W2,0,-2.64
1243,11/23/2022,A1t,-40,-0.50
1244,11/23/2022,A1t,-15,-0.25
1245,11/23/2022,A1t,0,-1.38
1246,11/23/2022,M1,-40,-0.25
1247,11/23/2022,M1,-15,-1.79
1248,11/23/2022,M1,0,-4.08
1249,11/23/2022,M3,-40,-0.25
1250,11/23/2022,M3,-15,-1.79
1251,11/23/2022,M3,0,-3.50
1252,11/23/2022,M3t,-40,-0.29
1253,11/23/2022,M3t,-15,-0.83
1254,11/23/2022,M3t,0,-2.25
1255,11/23/2022,W1,-40,-0.50
1256,11/23/2022,W1,-15,-1.31
1257,11/23/2022,W1,0,-2.73
1258,11/23/2022,W2,-40,0.00
1259,11/23/2022,W2,-15,-1.39
1260,11/23/2022,W2,0,-3.33
1261,11/24/2022,A1t,-40,-0.50
1262,11/24/2022,A1t,-15,-0.25
1263,11/24/2022,A1t,0,-1.50
1264,11/24/2022,M1,-40,-0.38
1265,11/24/2022,M1,-15,-2.08
1266,11/24/2022,M1,0,-4.25
1267,11/24/2022,M3,-40,-0.25
1268,11/24/2022,M3,-15,-2.25
1269,11/24/2022,M3,0,-3.83
1270,11/24/2022,M3t,-40,-0.50
1271,11/24/2022,M3t,-15,-1.00
1272,11/24/2022,M3t,0,-2.38
1273,11/24/2022,W1,-40,-0.50
1274,11/24/2022,W1,-15,-1.40
1275,11/24/2022,W1,0,-2.85
1276,11/24/2022,W2,-40,0.00
1277,11/24/2022,W2,-15,-1.50
1278,11/24/2022,W2,0,-3.58
1279,11/25/2022,A1t,-40,-0.50
1280,11/25/2022,A1t,-15,-0.25
1281,11/25/2022,A1t,0,-1.50
1282,11/25/2022,M1,-40,-0.63
1283,11/25/2022,M1,-15,-2.46
1284,11/25/2022,M1,0,-4.25
1285,11/25/2022,M3,-40,-0.25
1286,11/25/2022,M3,-15,-2.25
1287,11/25/2022,M3,0,-3.67
1288,11/25/2022,M3t,-40,-0.50
1289,11/25/2022,M3t,-15,-1.00
1290,11/25/2022,M3t,0,-2.50
1291,11/25/2022,W1,-40,-0.50
1292,11/25/2022,W1,-15,-1.54
1293,11/25/2022,W1,0,-2.81
1294,11/25/2022,W2,-40,-0.03
1295,11/25/2022,W2,-15,-1.69
1296,11/25/2022,W2,0,-3.67
1297,11/26/2022,A1t,-40,-0.50
1298,11/26/2022,A1t,-15,-0.25
1299,11/26/2022,A1t,0,-1.50
1300,11/26/2022,M1,-40,-0.96
1301,11/26/2022,M1,-15,-2.58
1302,11/26/2022,M1,0,-4.58
1303,11/26/2022,M3,-40,-0.25
1304,11/26/2022,M3,-15,-2.21
1305,11/26/2022,M3,0,-3.67
1306,11/26/2022,M3t,-40,-0.50
1307,11/26/2022,M3t,-15,-1.17
1308,11/26/2022,M3t,0,-2.50
1309,11/26/2022,W1,-40,-0.50
1310,11/26/2022,W1,-15,-1.71
1311,11/26/2022,W1,0,-3.00
1312,11/26/2022,W2,-40,-0.17
1313,11/26/2022,W2,-15,-1.72
1314,11/26/2022,W2,0,-3.53
1315,11/27/2022,A1t,-40,-0.50
1316,11/27/2022,A1t,-15,-0.25
1317,11/27/2022,A1t,0,-1.54
1318,11/27/2022,M1,-40,-1.29
1319,11/27/2022,M1,-15,-3.08
1320,11/27/2022,M1,0,-5.67
1321,11/27/2022,M3,-40,-0.25
1322,11/27/2022,M3,-15,-2.67
1323,11/27/2022,M3,0,-4.67
1324,11/27/2022,M3t,-40,-0.50
1325,11/27/2022,M3t,-15,-1.29
1326,11/27/2022,M3t,0,-2.71
1327,11/27/2022,W1,-40,-0.50
1328,11/27/2022,W1,-15,-1.79
1329,11/27/2022,W1,0,-3.27
1330,11/27/2022,W2,-40,-0.17
1331,11/27/2022,W2,-15,-2.03
1332,11/27/2022,W2,0,-4.17
1333,11/28/2022,A1t,-40,-0.50
1334,11/28/2022,A1t,-15,-0.29
1335,11/28/2022,A1t,0,-2.00
1336,11/28/2022,M1,-40,-1.92
1337,11/28/2022,M1,-15,-4.33
1338,11/28/2022,M1,0,-7.83
1339,11/28/2022,M3,-40,-0.50
1340,11/28/2022,M3,-15,-3.63
1341,11/28/2022,M3,0,-6.33
1342,11/28/2022,M3t,-40,-0.63
1343,11/28/2022,M3t,-15,-1.75
1344,11/28/2022,M3t,0,-3.50
1345,11/28/2022,W1,-40,-0.52
1346,11/28/2022,W1,-15,-2.33
1347,11/28/2022,W1,0,-4.35
1348,11/28/2022,W2,-40,-0.17
1349,11/28/2022,W2,-15,-2.72
1350,11/28/2022,W2,0,-5.69
1351,11/29/2022,A1t,-40,-0.50
1352,11/29/2022,A1t,-15,-0.50
1353,11/29/2022,A1t,0,-2.50
1354,11/29/2022,M1,-40,-2.96
1355,11/29/2022,M1,-15,-5.79
1356,11/29/2022,M1,0,-9.00
1357,11/29/2022,M3,-40,-0.54
1358,11/29/2022,M3,-15,-4.42
1359,11/29/2022,M3,0,-7.00
1360,11/29/2022,M3t,-40,-0.79
1361,11/29/2022,M3t,-15,-2.38
1362,11/29/2022,M3t,0,-4.25
1363,11/29/2022,W1,-40,-0.63
1364,11/29/2022,W1,-15,-2.94
1365,11/29/2022,W1,0,-5.08
1366,11/29/2022,W2,-40,-0.28
1367,11/29/2022,W2,-15,-3.44
1368,11/29/2022,W2,0,-6.61
1369,11/30/2022,A1t,-40,-0.50
1370,11/30/2022,A1t,-15,-0.50
1371,11/30/2022,A1t,0,-2.13
1372,11/30/2022,M1,-40,-3.71
1373,11/30/2022,M1,-15,-5.54
1374,11/30/2022,M1,0,-6.92
1375,11/30/2022,M3,-40,-0.96
1376,11/30/2022,M3,-15,-3.50
1377,11/30/2022,M3,0,-4.58
1378,11/30/2022,M3t,-40,-1.00
1379,11/30/2022,M3t,-15,-2.21
1380,11/30/2022,M3t,0,-3.38
1381,11/30/2022,W1,-40,-0.83
1382,11/30/2022,W1,-15,-2.46
1383,11/30/2022,W1,0,-3.69
1384,11/30/2022,W2,-40,-0.33
1385,11/30/2022,W2,-15,-2.94
1386,11/30/2022,W2,0,-4.83
1387,12/1/2022,A1t,-40,-0.50
1388,12/1/2022,A1t,-15,-0.50
1389,12/1/2022,A1t,0,-1.58
1390,12/1/2022,M1,-40,-3.79
1391,12/1/2022,M1,-15,-5.00
1392,12/1/2022,M1,0,-6.58
1393,12/1/2022,M3,-40,-1.00
1394,12/1/2022,M3,-15,-2.83
1395,12/1/2022,M3,0,-4.04
1396,12/1/2022,M3t,-40,-1.13
1397,12/1/2022,M3t,-15,-2.00
1398,12/1/2022,M3t,0,-3.00
1399,12/1/2022,W1,-40,-0.88
1400,12/1/2022,W1,-15,-2.02
1401,12/1/2022,W1,0,-3.02
